,tweets,words,
30791," Varian Medical Systems, Inc. - Shareholder/Analyst Call - Seeking Alpha http://t.co/28rlFqJKn5 http://t.co/bfN8ycxHfX",hospital,can'tsay
30794, @jayspade you can post as many as you want! Good to see you no longer have to wear the hospital gowns. She's already a rock star!!!!!,info advantages community oriented medical education,can'tsay
30802, My Medical Choice http://t.co/es4NozEDZn,fine picked bad virus ill rest hospital,can'tsay
30811," @Chaaars__ there's no right or wrong, if deej was there if I had no reply to a text, I'd phone hospital see what ward and go surprise them! place <tweepy.models.Place object at 0x0291F4D0> coordinates {u'type': u'Point', u'coordinates': [-1.20277925, 53.36384323]}",bs doctor system stupid drink,can'tsay
30822, I normally hate the doctor but I love this bandaid? http://t.co/eMY0OwoLWO,weird conversations friends ampamp thinking heard wed mental hospital #lol,can'tsay
30823," Lancaster Jobs: Family Medicine with OB needed in Lancaster, PA! at Enterprise Medical... http://t.co/AYkNulQd3t #Jobs #LancasterJobs",normally hate doctor love bandaid,can'tsay
30826, Call an ambulance!  We're already in a hospital...,mom sitting watched doctor tag line skin cassandra,can'tsay
30832," @JillyMcBoP The Doctor's Wife, 1 parter, ties in with Neil Gaiman writing the last episode and (in my view) best episode ever.",million people didn’ doctor fill prescription due cost,can'tsay
30853," My gma think she a mechanic,  doctor, cook,  lawyer,  investigator,  house keeper,  direct tv specialist,  ancient more...sit your ass down",#stratford mva huntington rd park st child bicycle struck vehicle ems bridgeport hospital evaluated,can'tsay
30856, Omg doctor hurry I'm cold &amp; bored,mean doctor treated probably stayed,can'tsay
30867, All you ppl going Uni and getting jobs. When you're 40 tell me how much you wanted to be a doctor when you was 8 please.,enjoy spanish girl nigga bet ya gunna mad hell ya medical dont cover dr trip,can'tsay
30879," @eneaux @BillyNeyMates even I've watched Doctor Who, sheesh.",sitting momma nicky hospital hopefully feels soon,can'tsay
30885, Now Playing: Great White - Down At The Doctor Tune in now! http://t.co/7jXxJDaWMb #nowplaying,doctor anesthetia body feel drank beers,can'tsay
30913, RT @iirusa: Using Prediction Markets to Crowdsource Medical Diagnoses http://t.co/kIMepQLOK0  #MRX #newmr #FOCI13,wakemed hospital help explicitly requested selfpotty training kid thats hello,can'tsay
30920, My doctor says I'm lacking vitamin U.,doctor via #news,can'tsay
30940," \Doctor Venus.\"" \""Doctor Mars.\"" \""No.\"" \""Doctor Penis\""""",beauty skindeephttptco0mmznjpfcb #angelinajolie person esp sharing #bradpitt partner,can'tsay
30950, @ASinWithBeauty_ lol. Maybe sooner. The doctor said my stomach is measuring big.,follow doctors appointment rib pains,can'tsay
30951, @Beauty4Moms I have no medical insurance =/,lol maybe sooner doctor stomach measuring,can'tsay
30958, 5/5 Review on Yashomati Hospital - Bangalore by john4u : One-of-the-best-hospitals-in-Bangalore- - http://t.co/eBeYmfPYWG,seen doctor plan watching #seriously,can'tsay
30988, This place that wants to hire me is a bunch of idiots. They're requesting a police check and medical yet they won't reimburse for it.Yeah ok,#manuals ear surgery medical dictionary bibliography annotated research guide internet references,can'tsay
30990, If I'm in the hospital later y'all know why...,abortion doctor kermit gosnell spared death sentence,can'tsay
30998, @shaynasmitth @itscaspiii I have same doctor,people gold toothteeth ka medical aid,can'tsay
31016, Almost 7 hours at the hospital -_- wohoo,doctor cant drink smoke til fridayconveniently thats #countdown #needabluntt,can'tsay
31023, my diet is going &gt;&gt; my doctor told me i lost 5 pounds,sing doctor universe sing sleep song story,can'tsay
31043, LIRR struggle life... Happy to be done with the semester. 3 more years til they call me Doctor. http://t.co/CxMX5KFk9a,doctor dried blood splattered wall kid blood,can'tsay
31058, @aprilp828v @candidcastles more like the Tenth Doctor and Ten-Two,cramming civics final thenn doctor date night wiff da main,can'tsay
31059," Doctor my hair keeps falling out, can you give me anything to keep it in? Yes, here is a paper bag!",tenth doctor tentwo,can'tsay
31062," Reasons why normal people want to get married: i want kids and a home, me: ermm.. i need an excuse for a doctor who themed wedding..",thats close hospital twitter tweeting butt hospital,can'tsay
31075," @thefourthcraw Doctor is 9th lowest, surgeon 5th highest. I can't credit that as true.",doctor tomorrow morning ortho school yay,can'tsay
31076, 192 Days Until the Doctor Who 50th Anniversary Special. http://t.co/CKc1JEAaOQ,doctor lowest surgeon ca credit true,can'tsay
31082, Watch the old Tom Baker Doctor Who episodes make you realize the fact that Leela probably died on Gallifray,hes weeks referred neurologist doctor,can'tsay
31092, Heart to hearts with strangers in the hospital &lt;&lt;&lt;&lt;&lt;&lt;&lt; lmfao,doctor kept fucking lmao,can'tsay
31101," #hrefactored @athenahealth Ambrester: \Shadow a doctor. Their workflow's very choppy. EMR's haven't sped things up.\"" http://t.co/f9wPIHd3d6""",camp doctor cough sounds camper practised night,can'tsay
31114, Fans on the fb page are so disrespectful... ONE time in 30 years Jon had to excuse himself cause of a medical reason &amp; he gets jumped on smh,carlisle hospital aka shittest earth,can'tsay
31115, My mom only takes me to the doctor when I start to annoy her with my coughing.. I feel the love,fans fb page disrespectful time jon excuse cause medical reason jumped smh,can'tsay
31116," Rainbows, Doctor Who style “@NatGeopix: You're drunk, rainbow. http://t.co/p6dzQNQMHM”",mom takes doctor start annoy coughing feel love,can'tsay
31136, New post: Massage therapy shown to improve stress response in preterm infants - Medical Xpress http://t.co/KzShPgopMN,damn jus time continuous court date hospital wen court date,can'tsay
31141, Doctor: you need to cut back on your caffeine intake Me: I'll get a medium vice a large coffee Doctor: not good enough Me: go fuck yourself,medical choice,can'tsay
31142, “@Meenah_Jay: I just need me a doctor”  a therapist maybe,doctor cut caffeine intake ill medium vice coffee doctor fuck,can'tsay
31148," @mad_wae_it He was great as the Doctor.   He is my Doctor Who, but I can understand him.",psych hospital tuesday,can'tsay
31152, I'm at Hospital Unimed http://t.co/IhDH48ErlQ,please omg meet jack imagine clara jack annoying doctor,can'tsay
31157, Brother is in the hospital. Super worried,excited month ago weighed doctor truly loving zija products,can'tsay
31170," *As a short amount of time has passed, @mlp_Fox and @mlp_TLeaf are allowed to go through. Vanny is fast asleep, in a hospital bed* place <tweepy.models.Place object at 0x0291F750> coordinates {u'type': u'Point', u'coordinates': [-1.099543, 51.0898892]}",okay silence library probably doctor episodes especially looking easily favorites sobs,can'tsay
31175, Why did your dad go to the hospital? — What time? http://t.co/KZUQsw76bw,classy tonight doctor pip pip cheers bobs uncle,can'tsay
31181, India is full of vile pricks. A girl with a life ahead of her goes to the hospital to receive help but is Instead killed?! #RIPGurkiren,awful getting worse instead getting hospital aww miss xx,can'tsay
31184, Or a doctor,parents sue sc hospital childs sex surgery,can'tsay
31191," Which reminds me, I'm still gonna have people over to swim tomorrow after school but not till like 4 ish since I'll be at the hospital!",bike doctor repair bike using iphone por london cyclist ya la conoces httpstcoxlbajdop6x,can'tsay
31210, Lol @ren_1 and @MsBeeton sending me that vivid doctor who thing yayyyy,kris hospital hahahaha,can'tsay
31215," Ok, google is officially freaking me out... I searched for my doctor's office's address on my computer and (cont) http://t.co/oeGrbv5bAI",doctor instruction prescription page pharmacist facepalm pulled scribbled,can'tsay
31223, Not-for-profit Mont. hospital joining RegionalCare http://t.co/k8pyRYAa9J,notforprofit mont hospital joining regionalcare,can'tsay
31224, Not-for-profit Mont. hospital joining RegionalCare http://t.co/lhymGPKBO2,notforprofit mont hospital joining regionalcare,can'tsay
31225, Not-for-profit Mont. hospital joining RegionalCare http://t.co/cjm6mwEzfC,notforprofit mont hospital joining regionalcare,can'tsay
31226, Not-for-profit Mont. hospital joining RegionalCare http://t.co/ulCyTzmpkr,notforprofit mont hospital joining regionalcare,can'tsay
31227, Not-for-profit Mont. hospital joining RegionalCare http://t.co/BPx8aJKl2Q,notforprofit mont hospital joining regionalcare,can'tsay
31228, @dewwey24 @DanaPerino i agree 100% . These ladies walkn in this office 4 late term aboration are as guilty as the doctor! @alvedaking#tcot,notforprofit mont hospital joining regionalcare,can'tsay
31238, Landmark study in blood stem cell transplant - Join talk at: http://t.co/FvAg7QBCby,sad pregnant teenage couples hospital…,can'tsay
31242," http://t.co/xOyoIzEAZe \My medical choice\"" by Angelina Jolie #interesting""",hours damn doctorlol,can'tsay
31247, okokokok doctor who and prop making time again~,post abortion doctor kermit gosnell spared death sentence,can'tsay
31271, LMMFAO tht tylenol she wanted the hospital to give her RT @WooCrockett: Molly or nah RT @MzCapricorn1226: Lmmfaooooo she need a damn chill p,oooh okay tie name doctor saturday wedding river song suspect river,can'tsay
31277, Medical helicopter crash victims to be honored - KWQC 6 http://t.co/91nw698yCw | #EMSNews,dryoga incl extraordinary testimonys recovamp inval resourc physampthrpsts spc intgrtv med related booksmedia,can'tsay
31282, Doctor talks illnesses rooted in stress: http://t.co/QbbXQKdSss via @YouTube,hospital da,can'tsay
31294, My doctor asked me if I was a cheerleader...,girl school boyfriend twenties doctor damn mami,can'tsay
31295, girl your like an elevator cuz you always pick me up. girl your like my doctor when i'm sick you always stitch me up.,doctor cheerleader,can'tsay
31296, @Shadowfaxed_ plus I think the whole doctor who tv series is coming to an end,girl elevator cuz pick girl doctor sick stitch,can'tsay
31300, Gotta go to her Toma and talking about this medical administer assistant,watching doctor watching #getglue,can'tsay
31305, How A Florida Medical School Cares For Communities In Need http://t.co/MyjDOt64ps #FloridaInternationalUniversity,analogies word song doctor,can'tsay
31306, MY ORTHODONTIST DOCTOR LOOKS LIKE JAMES I CAN'T BREATHE OH MY GOD,florida medical school cares communities #floridainternationaluniversity,can'tsay
31313, American Medical Association is considering labels on genetically engineered food. http://t.co/dlFfMIyIJH #MarchAgainstMonsanto #GMO,dad dying time spent hospital funeral starting dislike death,can'tsay
31317," Job: RN, Medical/Surgical, Full Time/Days at Friendly, Teaching Hospital (St Petersburg) http://t.co/TQdPFo3uN3 #Job",refuse doctor,can'tsay
31321, Pretty sure eventing Is the only sport that you need your medical information strapped to your arm. #equestrianproblems #soundssafe,#urgent #la #ca urgent mare milk baby leave hospital help httpstcoivovyldv96,can'tsay
31325, At the hospital chillin with Barbara,lucky im hospital,can'tsay
31328," Heriza's book offrs compre scientifi doc prg4prvnt&amp;trx of diseasbsed onHathYoga postrs,relax teq's&amp;nutri-LibrJournl http://t.co/mdVpKA2k6Y",doctor medicine drink,can'tsay
31345, @audlouise I would order tons but my eyes are so bad that they can’t fill my script &amp; ends up being $$$ through my eye doctor. place <tweepy.models.Place object at 0x0292CEB0>,bloodcurdling nauseating accounts women video cut deal da learn doctors name,can'tsay
31373," \I would rather see you here standing breaking up with me than to see you 50-50 in your hospital bed\"" love it angle by @jirehlim""",standing breaking hospital bed love angle,can'tsay
31384," Music My Medical Choice http://t.co/hNAxFKZSPY, see more http://t.co/j6XIH5rNRF",music medical choice,can'tsay
31388, I had a dream I was a doctor lmao. I saved lives AND pulled bitches. I know what I want to be :b,dream doctor lmao saved lives pulled bitches,can'tsay
31397, “@ABC: Convicted Abortion Doctor Avoids Death Penalty http://t.co/JnAkLwM6wC” Unjust--Should soak in chemicals like babies he murdered.,convicted abortion doctor avoids death penalty unjustshould soak chemicals babies murdered,can'tsay
31399, @KeirB hospital? What happened my wee lamb?!,hospital happened wee lamb,can'tsay
31406," Thermometer Delivers #Diagnosis, Calls #Doctor http://t.co/7HOtL4IvQO via @mashable #patients #epatient",thermometer delivers #diagnosis calls #doctor via #patients #epatient,can'tsay
31423," Well, God will have justice for Gosnell. If it were up to me, he'd be hung by his goolies for sure. http://t.co/bFMpoxQEny",god justice gosnell hed hung goolies,can'tsay
31429, THE FIRST DOCTOR IS NOT AMUSED http://t.co/bF8DDQITM0,doctor amused,can'tsay
31434, Season 6 of Doctor Who...yay!,season doctor whoyay,can'tsay
31436, S.H.I.E.L.D trailer has hit. Thought #1: It reminds me of Torchwood's relationship to Doctor Who. Thought #2 I FUCKING HATE TORCHWOOD.,shield trailer hit #1 reminds torchwoods relationship doctor #2 fucking hate torchwood,can'tsay
31445, @HolySaintNarry omfg dude so I'm at the hospital &amp; this hot guy is in front of me and I saw him and I was like ooh if only crystal was here,omfg dude hospital hot guy front ooh crystal,can'tsay
31449, From 2009 but who cares! Ooh doctor... #nonLOTRrelated #Trekkie http://t.co/ni9TgRY9JY,cares ooh doctor #nonlotrrelated #trekkie,can'tsay
31451, Advantages of community oriented medical education http://t.co/ptajRmzeoA,advantages community oriented medical education,can'tsay
31460, I can't wait to go to the doctor tomorrow so they can cut this thing on my face open ??,ca wait doctor tomorrow cut,can'tsay
31489, Hate having hospital appointments early in the morning,hate hospital appointments morning,can'tsay
31492," @Bannister_Kylie  I don't know, he either went to the hospital or home",hospital home,can'tsay
31501, @ngiunta5995 see a doctor!,doctor,can'tsay
31514, the fact my doctor told me to take a week off studying is just fab,doctor told week studying fab,can'tsay
31521," I'm thankful that I had a mother who cared enough to get me treated, and a doctor who knew what to do. I could be a lot worse.",thankful mother cared treated doctor lot worse,can'tsay
31538, Weho Doctor Charged with Drug Trafficking http://t.co/RXjG5Ieci5,weho doctor charged drug trafficking,can'tsay
31544," grandmother getting plastic surgery for medical reasons but telling people it's for cosmetic reasons because she refuses to accept aging place <tweepy.models.Place object at 0x0292CBD0> coordinates {u'type': u'Point', u'coordinates': [-97.10532675, 32.71592255]}",grandmother getting plastic surgery medical reasons telling people cosmetic reasons refuses accept aging,can'tsay
31551," They pull a knife, you pull a gun. He sends one of yours to the hospital, you send one of his to the morgue.",pull knife pull gun sends hospital send morgue,can'tsay
31554, My pops just got my momma 25 roses for there 25 year anniversary. He's the real Doctor Smooth.,pops momma roses anniversary hes real doctor smooth,can'tsay
31555," Just what I needed #cuppatea #waitingroom @ Mercy Hospital Dunedin http://t.co/SXcY9SldBL coordinates {u'type': u'Point', u'coordinates': [170.498697, -45.861003]}",#cuppatea #waitingroom mercy hospital dunedin,can'tsay
31558, @brithaaany please go to the doctor,please doctor,can'tsay
31563, @GFletch83 Email them with proof. Exaggerate inconvenience. Demand recompense. Play hospital card. Accept 50% discount next visit. Job done.,email proof exaggerate inconvenience demand recompense play hospital card accept discount visit job,can'tsay
31566," i strongly believe that we were born as one but the doctor separated us, lmao my other half. This is… http://t.co/VPkcBxL2SD",strongly believe born doctor separated lmao half …,can'tsay
31570, THE FIFTH DOCTOR IS NOT AMUSED http://t.co/CkIHWj3oLM,fifth doctor amused,can'tsay
31580, Visiting my mom at the hospital to see how's she doing after having a minor surgery....,visiting mom hospital hows minor surgery,can'tsay
31581, The Cybermen are one of the best things about Doctor Who.,cybermen doctor,can'tsay
31582, U.S. doctor convicted of killing babies spared death sentence http://t.co/fVWRBL1Cpx,doctor convicted killing babies spared death sentence,can'tsay
31583, Doctor house,doctor house,can'tsay
31588, mek wi drink! buy out d bar cah we all got funds! and smoke marijuana til the doctor seh we have black lungs(8),mek wi drink buy bar cah funds smoke marijuana til doctor seh black lungs8,can'tsay
31606, My eye hurts and my mom still havent took me to the doctor ??,eye hurts mom havent doctor,can'tsay
31617, @HOPQUEEN_cuz he need to be ready now. I'm over u being pregnant. When do u go back to the doctor?,ready pregnant doctor,can'tsay
31635," Philly abortion doctor escapes death penalty, faces life in prision: Dr. Kermit Gosnell, 72, was found guilty... http://t.co/G31vJMgfEe place <tweepy.models.Place object at 0x0291F790> coordinates {u'type': u'Point', u'coordinates': [-74.00001602, 40.71669795]}",philly abortion doctor escapes death penalty life prision dr kermit gosnell found guilty,can'tsay
31638, At the doctors! My mom and the doctor left me alone with a spinning chair! Lol big mistake! https://t.co/rfCdmmyvdP,doctors mom doctor left spinning chair lol mistake httpstcorfcdmmyvdp,can'tsay
31642," I liked a @YouTube video from @DoctorStew http://t.co/jwAx7oOIdv Doctor Stew: Season 1, Episode 1: New Stew",liked video doctor stew season episode stew,can'tsay
31643, Philadelphia Abortion Doctor Avoids Death Penalty - ABC News http://t.co/2c2OPRAg6E,philadelphia abortion doctor avoids death penalty abc news,can'tsay
31645, My house smells like a hospital. And salad.,house smells hospital salad,can'tsay
31647, I be damned! Her ass is going to somebody doctor!,damned ass doctor,can'tsay
31662, Medical Female Domination Sex - HD Sex World http://t.co/f16kHXUJ1K,medical female domination sex hd sex world,can'tsay
31670, If you have a baby in yout tummy and you beber see the doctor it will neber come out.,baby yout tummy beber doctor neber,can'tsay
31680, Spa Medical Front Desk Receptionist///:::::::$19.20/hr (tallahassee) http://t.co/A8awTnC4g2,spa medical front desk receptionist1920hr tallahassee,can'tsay
31699," @MforMaverick RT @cnnbrk Life in prison for Kermit Gosnell, abortion doctor convicted of murder. http://t.co/AZS2yxLSFO",life prison kermit gosnell abortion doctor convicted murder,can'tsay
31712, The wounds that cannot be seen are more painful than those that can be treated by a doctor. ~ Nelson Mandela,wounds seen painful treated doctor nelson mandela,can'tsay
31722, @arctic_wanker people are probably looking at our conversation thinking 'what the actual fuck...*dialls hospital*',people probably looking conversation thinking actual fuckdialls hospital,can'tsay
31736," @DanniThorburnx are you out of hospital yet lovely? ? #abouttime #poorpups place <tweepy.models.Place object at 0x0291F5D0> coordinates {u'type': u'Point', u'coordinates': [-4.43747987, 57.56879417]}",hospital lovely #abouttime #poorpups,can'tsay
31740," 18 years old and i have a teddy to cuddle in hospital, sooooo wot",teddy cuddle hospital sooooo wot,can'tsay
31749, Might go to the doctor after work or Saturday :(,doctor saturday,can'tsay
31767," looks like I'm sleeping at the hospital tonight , since this baby wants to be Stubborn place <tweepy.models.Place object at 0x0291F230> coordinates {u'type': u'Point', u'coordinates': [-75.67095018, 39.68837046]}",looks sleeping hospital tonight baby stubborn,can'tsay
31768, going to the hospital later ... hurting &lt;&lt;&lt;&lt;,hospital hurting ltltltlt,can'tsay
31772, Getting rick rolled by doctor who #really,getting rick rolled doctor #,can'tsay
31773, @Jace_Hayden *A doctor jabs him with sedative and drags him out. I groan* Jace..,doctor jabs sedative drags groan jace,can'tsay
31777, My Medical Choice http://t.co/HQuZpvKhBd,medical choice,can'tsay
31785, In the hospital #again,hospital #,can'tsay
31789," I don't think this doctor is actually a doctor, but Craigslist says he is and I need to get my… http://t.co/EjSYCis5Ee",doctor actually doctor craigslist …,can'tsay
31790," @the_knights87 @paul_bowler \The Universe without the Doctor scarce worth thinking about!\""""",universe doctor scarce worth thinking,can'tsay
31793," Thank you :* \@Hajarahhh: Sorry??\""@Meenah_Jay: I just need me a doctor”\""""",thank sorryiiidddiiidddmeenahjay doctor,can'tsay
31804, I'm Captain Jack Harkness from Doctor Who @BuddyTV - what about you? http://t.co/HBjZMDO1mw,captain jack harkness doctor,can'tsay
31805, Big ass brace from the doctor. ?? http://t.co/hFahpBgiLd,ass brace doctor,can'tsay
31813, My mom needs to take me to the doctor right NOW!,mom doctor,can'tsay
31825, Convicted abortion doctor Kermit Gosnell is spared death penalty: PHILADELPHIA Kermit Gosnell the abortion doc... http://t.co/JWgdowOJtK,convicted abortion doctor kermit gosnell spared death penalty philadelphia kermit gosnell abortion doc,can'tsay
31840," Probably should go to the Doctor's tomorrow then, especially since it does hurt quite bad. Hmm, we'll see.",probably doctors tomorrow especially hurt bad hmm,can'tsay
31845, @drakebellbottom but thanks doctor Charlotte,thanks doctor charlotte,can'tsay
31854, @mcgfilm Would it be possible to see or get a copy of Westside?  I was the doctor @ the jail. Thanks!,copy westside doctor jail thanks,can'tsay
31863, Ahh my brother might have to go to the hospital D: #feelbetterPat?????,ahh brother hospital #feelbetterpat,can'tsay
31869, Out the hospital now time to cook a quick dinner,hospital time cook quick dinner,can'tsay
31870, I'm watching Doctor Who (1297 are watching) http://t.co/qL4GyA0RPu #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
31877, Finally home. I never want to go back to a hospital ever again ??,finally home hospital,can'tsay
31880," Abortion doctor convicted of murder waives appeal, avoids death sentence http://t.co/hOXUyzoVlE",abortion doctor convicted murder waives appeal avoids death sentence,can'tsay
31883," Photoset: redkilt: Just look at Jamie’s face. He might never ever see the Doctor again, and it... http://t.co/lPt7ODZl8o",photoset redkilt look jamie’ doctor,can'tsay
31893," I am watching Doctor Who, Cold Blood (2) (S05E09). http://t.co/nUMvvrF9pz #DoctorWho",watching doctor cold blood s05e09 #doctorwho,can'tsay
31905, @Mitcheast1 yer tell me about it! But I guess it's the mental hospital ha #TryingToSleep,yer tell guess mental hospital ha #tryingtosleep,can'tsay
31912, @Graceloveszac1 I broke my leg so I won't be home cuz I'm at the hospital,broke leg wo home cuz hospital,can'tsay
31930, Finna call my mom at the hospital,finna call mom hospital,can'tsay
31931, I can't wait to go to the doctor tomorrow ?? #feellikeshit,ca wait doctor tomorrow #feellikeshit,can'tsay
31935, U.S. doctor convicted of killing babies spared death sentence: An abortion doctor convicted of killing three b... http://t.co/NpuBEDwwkr,doctor convicted killing babies spared death sentence abortion doctor convicted killing,can'tsay
31937, U.S. doctor convicted of killing babies spared death sentence http://t.co/RHtemwfiBJ,doctor convicted killing babies spared death sentence,can'tsay
31942, U.S. doctor convicted of killing babies spared death sentence: An abortion doctor convicted of killing three b... http://t.co/UgdY0xKAJX,doctor convicted killing babies spared death sentence abortion doctor convicted killing,can'tsay
31946, I follow @19AlexG ! U.S. doctor convicted of killing babies spared death sentence: An abortion doctor convicte... http://t.co/Zw8cj61VsJ,follow doctor convicted killing babies spared death sentence abortion doctor convicte,can'tsay
31979, 1 more month and I will be officially done with my first year at medical school. - mybeautifulmultitudes:... http://t.co/KYw7dzquR9,month officially medical school mybeautifulmultitudes,can'tsay
31985, I work in a hospital but I never believed death was real until today!,hospital believed death real,can'tsay
31989, @SnoopDogg #snoopify keepin me up at the hospital http://t.co/Mccc4c0ZOE http://t.co/GEKdMOrubj,#snoopify keepin hospital,can'tsay
31990, Still in hospital and got an exam first thing tomorrow #fucksake,hospital exam tomorrow #fucksake,can'tsay
31997, How A Florida Medical School Cares For Communities In Need  http://t.co/GchtwKYT0q,florida medical school cares communities,can'tsay
31999, #NYC Hospital Sued For Performing Unneeded Sex-Assignment Surgery on Baby http://t.co/7qwuxDTsoi,#nyc hospital sued performing unneeded sexassignment surgery baby,can'tsay
32000, Dear PC Doctor http://t.co/WDVhU5L2O4,dear pc doctor,can'tsay
32001, Sooooo annoying having to wait forever to see the doctor ??,sooooo annoying wait forever doctor,can'tsay
32009, I'm at the hospital . I wonder what room Rahisha is in !!,hospital wonder rahisha,can'tsay
32010, @Nickfishcakes You take risks doctor :),risks doctor,can'tsay
32036," 'You should probably start taking notes, and call me Doctor Nelson.' - @nnelson18",probably start taking notes call doctor nelson,can'tsay
32043, @mbragg_ damnnnnn I'm so weak!!! The Dome Doctor!,damnnnnn weak dome doctor,can'tsay
32054, I wouldn't want to work at a hospital ever,hospital,can'tsay
32068, Hospital Sued For Performing Unneeded Sex-Assignment Surgery on Baby http://t.co/QFPe6uRyaZ,hospital sued performing unneeded sexassignment surgery baby,can'tsay
32069," The central theme of Doctor Who, in one sentence. http://t.co/HquAhuyVGj #DoctorWho",central theme doctor sentence #doctorwho,can'tsay
32071, That boy lmaoo . \@KiNg_MaRtY5: this doctor,boy lmaoo doctor fine af lol gtgtgtgt,can'tsay
32075, I had never seen a doctor all tatted up till now.,seen doctor tatted till,can'tsay
32076, Convicted abortion doctor Kermit Gosnell is spared death penalty - http://t.co/P2wCCdJWPO,convicted abortion doctor kermit gosnell spared death penalty,can'tsay
32078, NO WTF THE DOCTOR CANT DIE NOOOOOOOO,wtf doctor cant die noooooooo,can'tsay
32080, @Miosotis83 asthmatic yes plus he's got that croup cough (sounds like a barking seal) last time the hospital wouldn't give him his steroids,asthmatic plus hes croup cough sounds barking seal time hospital steroids,can'tsay
32085, I'm watching Doctor Who (1304 are watching) http://t.co/setq5dua6a #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
32090, Doctor Who Helped Craft Death With Dignity Act Dies on Shitter http://t.co/NIJyjrkxvQ,doctor helped craft death dignity act dies shitter,can'tsay
32093, Doctor I think I'm turning into a frog. Your just playing too much croquet!,doctor frog playing croquet,can'tsay
32095, KFD E6 M3 - 2300 blk 22nd Ave - Unknown medical - JAC,kfd e6 m3 blk ave unknown medical jac,can'tsay
32123, Happy Hospital Week to hospital workers everywhere!  Focus salutes all the dedicated men and women who serve others everyday.,happy hospital week hospital workers focus salutes dedicated women serve everyday,can'tsay
32124, Adult education: Overview of using Second Life for medical education - http://t.co/HPMIvVtx9K,adult education overview using life medical education,can'tsay
32130, @ijeziem he's killing me with love. I need a doctor! #BlessedBeyondBelief,hes killing love doctor #blessedbeyondbelief,can'tsay
32134, I honestly wish he would be by myside while I'm at the hospital..,honestly wish myside hospital,can'tsay
32139, Dr. Brewer is really swerving me with this attendance thing.. I WAS IN MY AP TESTS DOCTOR BREWER....,dr brewer swerving attendance ap tests doctor brewer,can'tsay
32153, Doctor Who DVD - The Movie - Paul McGann - Dr Who http://t.co/7KhvpFJpJZ,doctor dvd movie paul mcgann dr,can'tsay
32160," A bug bit me and now it's really swollen, red and sore. Should I go to the doctor?",bug bit swollen red sore doctor,can'tsay
32166, Wendy was released from the Guide Dog Foundation due to medical reasons. I will be signing her adoption papers soon! http://t.co/C844SnBXGH,wendy released guide dog foundation due medical reasons signing adoption papers soon,can'tsay
32178," @_donna_x perhaps, i dont know what you and your doctor discuss :P",dont doctor discuss,can'tsay
32183, Watch:  Philadelphia Abortion Doctor Avoids Death Penalty: Kermit Gosnell agrees to serve two life sentences a... http://t.co/PPURq7PYHy,watch philadelphia abortion doctor avoids death penalty kermit gosnell agrees serve life sentences,can'tsay
32185, I'm watching Doctor Who (1313 are watching) http://t.co/meRl1Wa045 #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
32213, going to the hospital....,hospital,can'tsay
32214, Woman Files Medical Malpractice Suit Claiming Lack of Diagnosis Led to Paralysis http://t.co/UOyvc7mTty,woman files medical malpractice suit claiming lack diagnosis led paralysis,can'tsay
32219, SOMEONE TAKE ME TO THE HOSPITAL! #THISDROP,hospital #thisdrop,can'tsay
32226, dang I have to go back to the doctor Monday ????.,dang doctor monday,can'tsay
32236," Parents sue SC, hospital over child's sex surgery: COLUMBIA, S.C. (AP) -- A couple filed a lawsuit Tuesday... http://t.co/nfVE8fD4Ul",parents sue sc hospital childs sex surgery columbia sc ap couple filed lawsuit tuesday,can'tsay
32238, Krista said that I need to go into a mental hospital?? #Youhateme,krista mental hospital #youhateme,can'tsay
32243, Brandon Hospital&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; Praying For Mother Dawson,brandon hospitalltltltltltltltlt praying mother dawson,can'tsay
32249, My bloodshot eyes fit in with everyone else's at the hospital,bloodshot eyes fit elses hospital,can'tsay
32252," \@Stephanixo23: @frankyolo95 what happen to \"" I'm coming to school everyday \"" huh\"" I was at the hospital monday i'm resting for now""",happen coming school everyday huh hospital monday resting,can'tsay
32258," I've heard the #church is the #hospital for sinners, I say the #Orthodox #Church leads you to your #hospital #room and #bed #Amen",heard #church #hospital sinners #orthodox #church leads #hospital # #bed #amen,can'tsay
32274," Parents sue SC, hospital over child's sex surgery: COLUMBIA, S.C. (AP) -- A couple filed a lawsuit Tuesday... http://t.co/ZyuFoFB15f",parents sue sc hospital childs sex surgery columbia sc ap couple filed lawsuit tuesday,can'tsay
32277," Well, this should be fun, lol. Still thinking whether to go to the hospital first to take my shots.",fun lol thinking hospital shots,can'tsay
32286," Abortion doctor convicted of murder waives appeal, avoids death sentence -  PHILADELPHIA (CNN) — A Philadelphia... http://t.co/gJk60t5WWl",abortion doctor convicted murder waives appeal avoids death sentence philadelphia cnn — philadelphia,can'tsay
32304," Doctor Who S05E10 Vincent and the Doctor - aww, such a sad and touching ending. #DoctorWho #GetGlue http://t.co/OgCjP7fgJM",doctor s05e10 vincent doctor aww sad touching #doctorwho #getglue,can'tsay
32307, do you ever love something and then sometimes you think about it and you explode with how much you love it yeah that's me with doctor who,love sometimes explode love yeah thats doctor,can'tsay
