tweets,tweets,
" Cont... #Following hes release, He had a #Court date, Well that date Came and #Dude was DIRTY. Now #REHAB or #JAIL is hes only option.","cont,#following,hes,release,#court,date,date,#dude,dirty,#rehab,#jail,hes,option",can'tsay
" Construction activity and rent growth accelerate in senior housing, while occupancy remains the same: http://t.co/CHnBAHn3tt #LTC #ALF","construction,activity,rent,growth,accelerate,senior,housing,occupancy,remains,#ltc,#alf",can'tsay
 Comparative effectiveness of a complex Ayurvedic treatment and conventional standard care in osteoarthritis of...  #nutrition,"comparative,effectiveness,complex,ayurvedic,treatment,conventional,standard,care,osteoarthritis,#nutrition",can'tsay
" Company profile UNIVERSITYMEDNET MEDICAL SUPPLY, INC. - http://t.co/byba482WSB  #UNIVERSITYMEDNET #MEDICAL #SUPPLY, #INC.","company,profile,universitymednet,medical,supply,inc,#universitymednet,#medical,#supply,#inc",can'tsay
" Company profile SOUTHWEST SPINE CARE, INC. - http://t.co/M5VIrx5nN1  #SOUTHWEST #SPINE #CARE, #INC.","company,profile,southwest,spine,care,inc,#southwest,#spine,#care,#inc",can'tsay
 Company profile HEINEBERG SENIOR HOUSING - http://t.co/lRcJleMNIc  #HEINEBERG #SENIOR #HOUSING,"company,profile,heineberg,senior,housing,#heineberg,#senior,#housing",can'tsay
 Combating Metastatic Cancer Through Immune System Modulation http://t.co/OsZp0nWgkM #vaccines #immunesystem,"combating,metastatic,cancer,immune,system,modulation,#vaccines,#immunesystem",can'tsay
 Columbus Dispatch report details the brokenness of today's #mentalhealth system. http://t.co/KeuOtOxTl8,"columbus,dispatch,report,details,brokenness,#mentalhealth,system",can'tsay
 Colon keeps Astros off balance to seal sweep.#StemCell treatment seems to be fair in shoulder injury. He is 40 http://t.co/zw5VRAWAOa,"colon,astros,balance,seal,sweep,#stemcell,treatment,fair,shoulder,injury",can'tsay
 Choose Wisely. Kelak Menyesali. #Life #Choice #Human #Behaviour #Psychology http://t.co/3CwkwfETxt,"choose,wisely,kelak,menyesali,#life,#choice,#human,#behaviour,#psychology",can'tsay
 Check out our email update for the latest children's #mentalhealth and system of care news and resources. http://t.co/N4m3WnoiNo  #txmh,"check,email,update,children,#mentalhealth,system,care,news,resources,#txmh",can'tsay
 Check if you have a #Thyroid disorder #ThaiKiradechAphibarnrat #SouthAfrica http://t.co/MoWEZ6BZu4 http://t.co/m6VWAwCYNQ,"check,#thyroid,disorder,#thaikiradechaphibarnrat,#southafrica",can'tsay
 Chaturanga #yoga has the potential to injure the shoulder if not done correctly http://t.co/vKjhnUSsY1 #PhysicalTherapy,"chaturanga,#yoga,potential,injure,shoulder,correctly,#physicaltherapy",can'tsay
 Catching up with #madeinchelsea @LouiseAThompson you so cray cray. #therapy,"catching,#madeinchelsea,cray,cray,#therapy",can'tsay
 Can't wait to see my witttle baby on the 3rd! ??? #ultrasound,"wait,witttle,baby,#ultrasound",can'tsay
 Canadian Healthcare job opportunity: (Hope): Physiotherapist http://t.co/WIY9M8iBfC #physio #therapy,"canadian,healthcare,job,opportunity,hope,physiotherapist,#physio,#therapy",can'tsay
 Can Big #Pharma put #patients first? http://t.co/4F71NFlkIG #CMEchat,"#pharma,#patients,#cmechat",can'tsay
 C14SS OF 2014 #senior #takeoverday #tomorrow #army #camo #wetakinovaaa #mandarin #mustangs #C/o2014… http://t.co/TMimBwmGa6,"c14ss,#senior,#takeoverday,#tomorrow,#army,#camo,#wetakinovaaa,#mandarin,#mustangs,#,o2014…",can'tsay
 Busy day today at@TNSRADIO_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@SIWpolitics_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@Roscoenydd #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@MOSTNOIIZ_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@monzelly_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@goodbye2pains8 #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@Gilbertcfii #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@CrankyHermitNV_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@brittewilliams_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@brianium_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@asimplepac_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@agnetafurvik_ #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@__rainbow_spark #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,rainbow,spark,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Busy day today at@__AimeeDauphin #OnwardsAndUpwards #Business #Recruitment #AnyoneLookingForAJob? #Nurses #CallMe,"busy,day,aimeedauphin,#onwardsandupwards,#business,#recruitment,#anyonelookingforajob,#nurses,#callme",can'tsay
 Brusha brusha brushaa kid loves to brush them teeths ?? #baby #bedtime #teeth #combover http://t.co/9SD67Lc2A6,"brusha,brusha,brushaa,kid,loves,brush,teeths,#baby,#bedtime,#teeth,#combover",can'tsay
" BPD News: Clearview Treatment Programs Clinical Director to Present on DBT and ... - PR We... http://t.co/b3oBN247qi #bpd, #mentalhealth","bpd,news,clearview,treatment,programs,clinical,director,dbt,pr,#bpd,#mentalhealth",can'tsay
 Blue/yellow #nursing cover/ Tablier d'allaitement by MamanGateau http://t.co/P4BDk4mLPK via @Etsy #breastfeeding #british #gift #baby,"blue,yellow,#nursing,cover,tablier,allaitement,mamangateau,via,#breastfeeding,#british,#gift,#baby",can'tsay
" Blog Update! Talking  #physicaltherapy  with +Dr. Ben Fung, PT, DPT  #bizPT   http://t.co/tp1qiYWCVh","blog,update,talking,#physicaltherapy, ,dr,ben,fung,pt,dpt ,#bizpt, ",can'tsay
 Beware the urgicare-ization of medical care. #medicalhome,"beware,urgicare,ization,medical,care,#medicalhome",can'tsay
 Besties a #rn,"besties,#rn",can'tsay
" Been rewired, had a bad connection, now I gat full bars... What's that? Good reception #rehab","rewired,bad,connection,gat,bars,reception,#rehab",can'tsay
 Beatz in my ears #physicaltherapy,"beatz,ears,#physicaltherapy",can'tsay
 Be perfect #fridaynightlights #lasik,"perfect,#fridaynightlights,#lasik",can'tsay
" Baylor Health Care System #Nursing #Job: Registered Nurse ( #WAXAHACHIE , TX) http://t.co/ooJpuTqGtv #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x02A4EFB0> coordinates {u'type': u'Point', u'coordinates': [-96.8483311, 32.3865312]}","baylor,health,care,system,#nursing,#job,registered,nurse,#waxahachie,tx,#jobs,#tweetmyjobs,type",can'tsay
" BAYADA Home Health Care #Nursing #Job: RNs and LPNs to care for Sweet 14 year old in Ke... ( #Kearny , NJ) http://t.co/ZnVjx78mba place <tweepy.models.Place object at 0x01EF3E50> coordinates {u'type': u'Point', u'coordinates': [-74.1181234, 40.7593718]}","bayada,home,health,care,#nursing,#job,rns,lpns,care,sweet,ke,#kearny,nj,type",can'tsay
" Based on this hypothesis, it's believed that desire is treated like an episodic memory of gene that ancestors had in the past. #neuroscience","based,hypothesis,believed,desire,treated,episodic,memory,gene,ancestors,past,#neuroscience",can'tsay
 bactrim #Pills #pharmacy #health http://t.co/XZpzmrfXVS,"bactrim,#pills,#pharmacy,#health",can'tsay
" Back to work after the Holiday weekend. 7 different pt reports of broken bones on my desk. Everyone playing outside, I see... #pediatrics","holiday,weekend,pt,reports,broken,bones,desk,playing,outside,#pediatrics",can'tsay
" Back to my suggestion about Improv - from a few weeks ago - \Told ya!\"" #SecondCity #ragansocial""","suggestion,improv,weeks,ago,told,ya,#secondcity,#ragansocial",can'tsay
 Baby Prophet is already 5 lbs and 9oz. #doyouseewhatisee #babyboy #baby #boysrule #ultrasound http://t.co/H3N2uCwse2,"baby,prophet,lbs,#doyouseewhatisee,#babyboy,#baby,#boysrule,#ultrasound",can'tsay
 Baby girl! #23weeks #ultrasound #baby #hospital  #girl ? http://t.co/xaUh4oPUFJ,"baby,girl,#23weeks,#ultrasound,#baby,#hospital,#girl",can'tsay
 Baby Cardoza! lostmouse28 and I white bean. We ? you baby.???????? #baby #ultrasound #boy #girl… http://t.co/82Jtg37FW4,"baby,cardoza,lostmouse28,white,bean,baby,#baby,#ultrasound,#boy,#girl…",can'tsay
" Attend the #Nurse #Recruitment #OpenDay on 8th June in New Cross Hospital, #Wolverhampton!http://t.co/eSF0iLjtz9 #jobs #Midwife #Health","attend,#nurse,#recruitment,#openday,june,cross,hospital,#wolverhampton,esf0iljtz9,#jobs,#midwife,#health",can'tsay
 Asthma is caused by free radical damage. High quality food will strengthen your immune system. #seniors http://t.co/F9KfW0NQxP,"asthma,caused,free,radical,damage,quality,food,strengthen,immune,system,#seniors",can'tsay
" As I am helping clients train for their next 5K, injury prevention is crucial to training properly! #PhysicalTherapy http://t.co/RWRXvhvZWr","helping,clients,train,injury,prevention,crucial,training,properly,#physicaltherapy",can'tsay
 Arizona man's chronic runny nose is not due to allergies - he's leaking brain fluid! - http://t.co/Zd4sx4bikn #medical #bizarre #allergies,"arizona,chronic,runny,nose,due,allergies,leaking,brain,fluid,#medical,#bizarre,#allergies",can'tsay
 Are you wondering what your patients are actually thinking? http://t.co/kki48WcV6y #PhysicalTherapy #OTpeeps #RespiratoryTherapy,"wondering,patients,actually,thinking,#physicaltherapy,#otpeeps,#respiratorytherapy",can'tsay
 Are you a new reader of #Cancer #StemCell News? Miss a couple issues? Catch up by reading our past newsletters! http://t.co/yhza2jQ9Ku,"reader,#cancer,#stemcell,news,miss,couple,issues,catch,reading,past,newsletters",can'tsay
 Are #nurses neglecting an essential part of their education and knowledge base?http://t.co/JhAczLZ1QG,"#nurses,neglecting,essential,education,knowledge,base,jhaczlz1qg",can'tsay
 Any OT's/OTstudents have experience using OTIPM 2 guide their practice? Is it preferred model as oppose2 PEO? #OTpeeps #OccupationalTherapy,"ot,otstudents,experience,using,otipm,guide,practice,preferred,model,oppose2,peo,#otpeeps,#occupationaltherapy",can'tsay
 any help on #rehab #centers in #Egypt?,"help,#rehab,#centers,#egypt",can'tsay
 Another half mile #swimming in the pool and 12 miles #cycling. Feels good to be active again after a year of nursing #spine injury. #health,"half,mile,#swimming,pool,miles,#cycling,feels,active,nursing,#spine,injury,#health",can'tsay
 Another chat/webinar: RT @UCLAHealth: Starting vaginal prolapse webinar in just a few minutes. http://t.co/3JDZld3pon  #UCLAMDChat,"chat,webinar,starting,vaginal,prolapse,webinar,minutes,#uclamdchat",can'tsay
 Alert Line - What to expect during a #ultrasound in the last weeks of #pregnancy http://t.co/dlyioIydNu,"alert,line,expect,#ultrasound,weeks,#pregnancy",can'tsay
 Ain't nobody messing with my clique!!! C/O 2014 #seniors,"ai,messing,clique,#seniors",can'tsay
" Aging Slows Growth Hormone Release Which Effects Sleep, Energy and Exercise http://t.co/YUxAEsn0Gr #nutrition","aging,slows,growth,hormone,release,effects,sleep,energy,exercise,#nutrition",can'tsay
" Aging Slows Growth Hormone Release Which Effects Sleep, Energy and Exercise http://t.co/OzL93Zx4PB #nutrition","aging,slows,growth,hormone,release,effects,sleep,energy,exercise,#nutrition",can'tsay
" Adolescence can be a very turbulent and difficult time, even for the well-adjusted teen: http://t.co/NPH9gBsu0N #mentalhealth #YAMH","adolescence,turbulent,difficult,time,adjusted,teen,#mentalhealth,#yamh",can'tsay
 Added Sugars Cause Of Numerous Health Problems http://t.co/7TX7iS9hL4 #nutrition,"added,sugars,cause,numerous,health,#nutrition",can'tsay
 accutane #Pills #pharmacy #health http://t.co/pGHHRJ5nX1,"accutane,#pills,#pharmacy,#health",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/r7vhd3dWoF","according,#neuroscience,experience,shapes,brain,nervous,system",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/n3i5fw0eum","according,#neuroscience,experience,shapes,brain,nervous,system",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/Ldwy7h6I0V","according,#neuroscience,experience,shapes,brain,nervous,system",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/ceORVx6W1u","according,#neuroscience,experience,shapes,brain,nervous,system",can'tsay
" According to #neuroscience, it is experience that shapes the brain &amp; the nervous system. http://t.co/0iekmyZdIo","according,#neuroscience,experience,shapes,brain,nervous,system",can'tsay
 Abby's babies! #2moreweeks #kickinglikeninjas #ultrasound http://t.co/c0eVBSwmsW,"abby,babies,#2moreweeks,#kickinglikeninjas,#ultrasound",can'tsay
 Ab Hoga Kya by #VitalSigns #Pakistani #pop #90s  http://t.co/QHhqToOmPV on #SoundCloud,"ab,hoga,kya,#vitalsigns,#pakistani,#pop,#90s,#soundcloud",can'tsay
 A World-Class Hospital dedicated to heart care will be built in Awali http://t.co/idB4iwrWNn #Medical #Health #Bahrain,"world,class,hospital,dedicated,heart,care,built,awali,#medical,#health,#bahrain",can'tsay
" A two-cohort phase i study of weekly oxaliplatin and gemcitabine, then oxaliplatin, gemcitabine, and... http://t.co/azTz0SJtaW #oncology","cohort,phase,study,weekly,oxaliplatin,gemcitabine,oxaliplatin,gemcitabine,#oncology",can'tsay
 A healthy and snack recipe courtesy of Your Green Baby #motivatedmonday #nutrition #newmom... http://t.co/khsydvttFJ,"healthy,snack,recipe,courtesy,green,baby,#motivatedmonday,#nutrition,#newmom",can'tsay
" 54 scientific papers by students of #RAK #University for #Medicine were presented as lectures, posters or videos. http://t.co/2lpE5EYMd9","scientific,papers,students,#rak,#university,#medicine,lectures,posters,videos",can'tsay
 5 tips to make your application work: http://t.co/QQwHZ28g0e #SLPeeps #PhysicalTherapy #RespiratoryTherapy,"tips,application,#slpeeps,#physicaltherapy,#respiratorytherapy",can'tsay
 5 important messages for patients when planning a discharge: http://t.co/WbEOPlmXpr #PhysicalTherapy #OTpeeps,"messages,patients,planning,discharge,#physicaltherapy,#otpeeps",can'tsay
" 3 years down, 1 more to go #SOREADY #SENIOR #2014","#soready,#senior,#2014",can'tsay
" 3 new ways #pharmacists may bill for services they provide. Transitions of Care, chronic care mgmt, and annual #medicare reviews.","#pharmacists,bill,services,provide,transitions,care,chronic,care,mgmt,annual,#medicare,reviews",can'tsay
" 3 layers to challenge of #midwives accessibility: supportive government, functioning health system, humane care. @CarolineHomer @UNFPA #JNJ","layers,challenge,#midwives,accessibility,supportive,government,functioning,health,system,humane,care,#jnj",can'tsay
 2day w/ family &amp; friends take a moment &amp; think of 7 yr old  Kellen Surette undergoing  #stemcell transplant this wk http://t.co/qzqjCwWkuc,"family,friends,moment,yr,kellen,surette,undergoing,#stemcell,transplant,wk",can'tsay
 2013 mHealth Summit Call for Presentations Now Open - PR Newswire (press release) http://t.co/ZTRDnxLpxO #mhealth,"mhealth,summit,call,presentations,pr,newswire,press,release,#mhealth",can'tsay
 2013 mHealth Summit Call for Presentations Now Open - PR Newswire (press release) http://t.co/wTTmcdZvjR #mhealth,"mhealth,summit,call,presentations,pr,newswire,press,release,#mhealth",can'tsay
 20 week ultrasound. She's so dang cute already. #20weeks #babygirl #ultrasound http://t.co/hLpHV2JgRc,"week,ultrasound,dang,cute,#20weeks,#babygirl,#ultrasound",can'tsay
 11 weeks &lt;3 #baby#ultrasound http://t.co/OCOSSL7VbX,"weeks,lt,#baby#ultrasound",can'tsay
 10 tips for therapy students to get hired after graduation: http://t.co/NKEJin8HMa #PhysicalTherapy #OTpeeps #SLPeeps,"tips,therapy,students,hired,graduation,#physicaltherapy,#otpeeps,#slpeeps",can'tsay
 10 Private #medschools with the Lowest Price Tags http://t.co/2xnmemBlJ1,"private,#medschools,lowest,price,tags",can'tsay
 “Is it too late for #primarycare? I don’t think so. But we have to move quickly” writes one #MD (@kevinmd) http://t.co/SREC5EwgYz,"late,#primarycare,don’,move,quickly,writes,#md",can'tsay
" “Combating Metastatic Cancer Through Immune System Modulation,” via Medical News Today http://t.co/WE134mxRtA #oncology","combating,metastatic,cancer,immune,system,modulation,via,medical,news,#oncology",can'tsay
 “@PhysAnswers: http://t.co/DVDN5mtVSS Blog Update! Talking #physicaltherapy with Dr. Ben Fung! #bizPT http://t.co/xoTnHOeRPW”,"blog,update,talking,#physicaltherapy,dr,ben,fung,#bizpt",can'tsay
 “@His_Babecakes: 11 More Days Of School.! #Seniors” *10,"babecakes,days,school,#seniors",can'tsay
 “@boomhauer52: This baby gotta head like hers #ultrasound”--- how many kids. U got ??,"baby,gotta,head,#ultrasound,kids",can'tsay
" \your fingers are like magical baby wieners\"". #Psych""","fingers,magical,baby,wieners,#psych",can'tsay
" \You don't have true #medicine in a monetary system.\"" -- Jacque Fresco #thevenusproject #science #medicalresearch #technology #nonprofit""","true,#medicine,monetary,system,jacque,fresco,#thevenusproject,#science,#medicalresearch,#technology,#nonprofit",can'tsay
" \The Decline and Fall of American Medical Authority\"" http://t.co/Ild64OIc2J #health #medicine #patientslikeme #quantifiedself""","decline,fall,american,medical,authority,#health,#medicine,#patientslikeme,#quantifiedself",can'tsay
" \Stress Handling\"" glands and the connection to #Weight #Gain","stress,handling,glands,connection,#weight,#gain",can'tsay
" \He died.\"" \""Yes",died,can'tsay
" \Do you think that's crazy?\"" \""No",crazy,can'tsay
" \Did you find my husband?\""  Yea wanna meet him? Yea! He's a dr....dr. Pepper  WHAT HAHA #seniors #sportsweekend""","husband,yea,wanna,meet,yea,dr,dr,pepper,haha,#seniors,#sportsweekend",can'tsay
" \Changes\"" from the mixtape #Therapy by Platini on #SoundCloud https://t.co/Mwsc8gVOWZ""","changes,mixtape,#therapy,platini,#soundcloud,https,mwsc8gvowz",can'tsay
" \Black it up Pat\"" #SLP @ReidArmstrong3""","black,pat,#slp",can'tsay
" \@kristen_hallam: ReNeuron Rises Most in 3 Months on Interim Stroke Data http://t.co/Zy5HYOxFkq via @BloombergNews #stemcell\"" UK success!""","hallam,reneuron,rises,months,interim,stroke,data,via,#stemcell,uk,success",can'tsay
" \@DawnieMorgan: @alanROYGBIV lookie #stemcell #treatment #cerebalpalsy http://t.co/LYvOokd2oe\""""","lookie,#stemcell,#treatment,#cerebalpalsy",can'tsay
" @YummyMummyClub This w/e Kellen Surette undergoing a #stemcell transplant.He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @wilw This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #wewanthimtoLLAP  :D","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#wewanthimtollap",can'tsay
" @Vemma anyone here from indonesia?? #vemma #nutrition #energydrink. place <tweepy.models.Place object at 0x01EF3FD0> coordinates {u'type': u'Point', u'coordinates': [112.5273533, -7.8716077]}","indonesia,#vemma,#nutrition,#energydrink,type",can'tsay
" @VanessaLGarrity Wish I'd been with my baby - was separated for 3 weeks, still grieve that time now, slowed my recovery #wemidwives","wish,baby,separated,weeks,grieve,time,slowed,recovery,#wemidwives",can'tsay
 @trotlinedesigns gmo is pseudo science for profit not real science. much like #pharmaceuticals!,"gmo,pseudo,science,profit,real,science,#pharmaceuticals",can'tsay
 @TheMikeEllis WOW!  #Spokane loves our #Seniors!  @mowspokane @kxly920 @KREMSten,"wow,#spokane,loves,#seniors",can'tsay
 @TelegraphNews #NHS DEAD #RIP,"#nhs,dead,#rip",can'tsay
" @strombo This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @spenncahh ... #psych place <tweepy.models.Place object at 0x027915F0> coordinates {u'type': u'Point', u'coordinates': [-157.94116626, 21.38524924]}","#psych,type",can'tsay
" @sethmeyers This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @Sebelius @HHSGov Give non nursing home dual eligible the right to \Opt-Out\"" of forced privatized #Medicare-Medicaid HMOs""","nursing,home,dual,eligible,opt,forced,privatized,#medicare,medicaid,hmos",can'tsay
" @readingrainbow This w/e Kellen Surette's undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #bydhttmwfi","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#bydhttmwfi",can'tsay
" @Raffi_RC This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK :D","rc,kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @questlove  This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
 @ProjectKernel @atkinsglobal dont forget abt the #wheelchair traveller in your plans build #accessibilty in don't exclude it thro bad design,"dont,forget,abt,#wheelchair,traveller,plans,build,#accessibilty,exclude,thro,bad,design",can'tsay
 @PerformWilde not to mention essential to balance PRAL for healthy bones and most bodily functions! #nutrition #health #pral,"mention,essential,balance,pral,healthy,bones,bodily,functions,#nutrition,#health,#pral",can'tsay
 @milau5 Met a few peeps from Gotham a few weeks ago while in Chicago! Great people and Great Brand! #RaganSocial,"met,peeps,gotham,weeks,ago,chicago,people,brand,#ragansocial",can'tsay
" @meredithheron This w/e Kellen Surette 's undergoing #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
 @LouiseeManningg hahaha before you know it you'll be having it every minute of the day #Rehab is calling you baby hahahaha xxxx,"hahaha,minute,day,#rehab,calling,baby,hahahaha,xxxx",can'tsay
 @legendofrebecca Yaaaaay #sleepdeprivation,"yaaaaay,#sleepdeprivation",can'tsay
" @julijuxtaposed @sinnaluvva But do ppl know which party wld boost #NHS, affordable housing &amp; job creation; &amp; which wld give more 2 the rich","ppl,party,wld,boost,#nhs,affordable,housing,job,creation,wld,rich",can'tsay
 @johnclarke97 I became clean from that drug many months ago #rehab,"clean,drug,months,ago,#rehab",can'tsay
" @HaatchiHD visit this wonderful #dog, haatchi's fb pg&amp;donate toward his #rehabilitation-he is 1 of my customers&amp;has had a massive op even £1","visit,wonderful,#dog,haatchi,fb,pg,donate,#rehabilitation,customers,massive,op",can'tsay
 @GloriaBB2 Also finding out that my doctor may have over done the injections. Treatment of over a year yet required is 7 weeks. #malpractice,"finding,doctor,injections,treatment,required,weeks,#malpractice",can'tsay
 @GinaAlex The judge called the pony a liability hazard &amp; cited an example that if he'd run from a small pig if it was charging at him #Teeth,"judge,called,pony,liability,hazard,cited,example,run,pig,charging,#teeth",can'tsay
" @GeorgeReese shockingly, the ADA &amp; American Academy of Pediatrics have actually spent looked into the data &amp; written guidance. #publichealth","shockingly,ada,american,academy,pediatrics,actually,spent,looked,data,written,guidance,#publichealth",can'tsay
 @Genshere going to use you as a student example for my @QMUniversity talk on June 3rd ;-) #rd2be,"student,example,talk,june,#rd2be",can'tsay
 @GEHealthcare Great visual guide! Even better when benefits #physicaltherapy and #speechandlanguagetherapy are added #EBP @hannekekalf,"visual,guide,benefits,#physicaltherapy,#speechandlanguagetherapy,added,#ebp",can'tsay
" @GaryChampagne This w/e Kellen Surette is undergoing #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @gadgetgirl_ca This w/e Kellen Surette's undergoing a #stemcell transplant.He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","ca,kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
 @Earthdwella I also understand the number of GP's and local Surgeries are not matching population growth. #NHS #NoBrainer,"understand,gp,local,surgeries,matching,population,growth,#nhs,#nobrainer",can'tsay
 @DiverseOT I offer advice on this but never preach and I don't expect it to be achievable 100% of the time. good to aim for though #occhat,"offer,advice,preach,expect,achievable,time,aim,#occhat",can'tsay
" @ddlovato This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @CUNTlE if u r so sure she's a bitch, why do u talk about her so much #therapy","bitch,talk,#therapy",can'tsay
" @cstclair This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #rayofsuninaRT?","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#rayofsuninart",can'tsay
 @Colvinius @maryellenfield Peter completed his charity run this morning. He's  a champion. https://t.co/XFX5sa2Ql8 #organdonation,"peter,completed,charity,run,morning,champion,https,xfx5sa2ql8,#organdonation",can'tsay
" @ChicaNovo This w/e Kellen Surette is undergoing a #stemcell transplant. He's 7 &amp; from #GlaceBay, NS. http://t.co/WvldCQ5yLM #aRTwouldROCK","kellen,surette,undergoing,#stemcell,transplant,#glacebay,ns,#artwouldrock",can'tsay
" @CherylJCPR As am I! Come on, 4 pm ET! @DennysDiner @RaganComms @PRDaily #RaganSocial","pm,et,#ragansocial",can'tsay
 @cdnchoice @SamMillsUSA Happy #MeatlessMonday friends.,"happy,#meatlessmonday,friends",can'tsay
 @CarolHoward But they think business people lacking integrity &amp; kindness...so not true! My #healthcare colleagues are angels. #mccsm,"business,people,lacking,integrity,kindness,true,#healthcare,colleagues,angels,#mccsm",can'tsay
