tweets,cleaned tweets,
 50% of U.S. doctors and over 75% of hospitals have made meaningful use of #EHR http://t.co/39lVICn781 #HHS #incentive,"doctors,hospitals,meaningful,#ehr,#hhs,#incentive",Medical
 50% of people over age 50 report some kind of vein disorder: http://t.co/6l6TloCaSR #doctor #health #veins,"people,age,report,vein,disorder,#doctor,#health,#veins",Medical
" 50% of #medicalpractices, 80% of #hospitals that provide #Medicare, #Medicaid will have #EHRs by 2014 (@usatoday) http://t.co/Xb4zxGz4Ct","#medicalpractices,#hospitals,provide,#medicare,#medicaid,#ehrs",Medical
 5/29 Web Event on how Microsoft Dynamics #CRM strives to be the trusted data steward for #healthcare https://t.co/X5ZvmB5qq3 #msdyncrm,"web,event,microsoft,dynamics,#crm,strives,trusted,data,steward,#healthcare,https,x5zvmb5qq3,#msdyncrm",Medical
" 5/23, 6:30pm FREE WORKSHOP: Strength Training for Runners @ #CharlesRiver Y. RSVP: http://t.co/2pU5aEKz5T #GetFit #IncreasePerformance","free,workshop,strength,training,runners,#charlesriver,rsvp,#getfit,#increaseperformance",Medical
" 5/20-5/22 NY Event: Fulbright Speaker: Health Care M&amp;A, Joint Ventures, and Integrations #HealthCare - http://t.co/trIGlIaS1c","ny,event,fulbright,speaker,health,care,joint,ventures,integrations,#healthcare",Medical
" 5/20-5/22 NY Event: Fulbright Speaker: Health Care M&amp;A, Joint Ventures, and Integrations #HealthCare - http://t.co/tekIfkMK1G","ny,event,fulbright,speaker,health,care,joint,ventures,integrations,#healthcare",Medical
" 5/20-5/22 NY Event: Fulbright Speaker: Health Care M&amp;A, Joint Ventures, and Integrations #HealthCare - http://t.co/sH23HfMv1H","ny,event,fulbright,speaker,health,care,joint,ventures,integrations,#healthcare",Medical
" 5/20-5/22 NY Event: Fulbright Speaker: Health Care M&amp;A, Joint Ventures, and Integrations #HealthCare - http://t.co/eZ4ADqG5cd","ny,event,fulbright,speaker,health,care,joint,ventures,integrations,#healthcare",Medical
 5. Get rid of plaque and your teeth will do just fine. #teeth #dentalcare #dental http://t.co/g52KGmyHgz,"rid,plaque,teeth,fine,#teeth,#dentalcare,#dental",Medical
 5 Ways to Use Pinterest for Patient Education in Healthcare http://t.co/8PQPB6uORo #hcsm #hcmktg,"pinterest,patient,education,healthcare,#hcsm,#hcmktg",Medical
 5 ways robots are invading -- and improving -- hospitals #ehealth via @nrip http://t.co/SWwtSpD8oY,"robots,invading,improving,hospitals,#ehealth,via",Medical
 5 ways robots are improving #hospitals http://t.co/MpYGi6dqFt via @venturebeat #healthIT,"robots,improving,#hospitals,via,#healthit",Medical
 5 Ways #SupplyChains can reduce rising #healthcare costs http://t.co/tfCWZ3JQOk via @@hitconsultant,"#supplychains,reduce,rising,#healthcare,costs,via",Medical
 5 ways #robots are invading &amp; improving #healthcare #HealthIT #hcr http://t.co/ZnaawhQxGy,"#robots,invading,improving,#healthcare,#healthit,#hcr",Medical
 5 ways #hospitals can use #robots – once the prices come down | MedCity News: http://t.co/D6KCV0duJU,"#hospitals,#robots,–,prices,medcity,news",Medical
 5 ways #acupuncture can make you fitter. #health http://t.co/r7Tw1f9q0R,"#acupuncture,fitter,#health",Medical
 5 Tips for your child's first #dental visit :) http://t.co/4RXm6iqPLy,"tips,child,#dental,visit",Medical
 5 tips for a successful healthcare speaking event http://t.co/l2waXgI5pc #hcmktg,"tips,successful,healthcare,speaking,event,#hcmktg",Medical
 5 Reasons You Can't Trust Nutrition Research on DocAltMed http://t.co/5rvvB09G4G #alternativemedicine #altmed #litchfield,"reasons,trust,nutrition,research,docaltmed,#alternativemedicine,#altmed,#litchfield",Medical
 5 Reasons Why #Cloud Based #EHR Will Replace Client-Server Solutions via @CareCloud #Blog http://t.co/Yt29uLW07u,"reasons,#cloud,based,#ehr,replace,client,server,solutions,via,#blog",Medical
 5 Myths About Saying Goodbye to Someone Who’s Dying http://t.co/nETVY1m9Ws MT @Caring #grief #hospice,"myths,saying,goodbye,’,dying,mt,#grief,#hospice",Medical
 5 mile run + 200 lunges this morning and it feels great! #getfit #stayhealthy #dedication #rehabstubborn #oops,"mile,run,lunges,morning,feels,#getfit,#stayhealthy,#dedication,#rehabstubborn,#oops",Medical
 5 journalists honoured for highlighting mental health issues http://t.co/6qVLfwS5nh #India #MentalHealth #EndStigma #Stigma,"journalists,honoured,highlighting,mental,health,issues,#india,#mentalhealth,#endstigma,#stigma",Medical
 5 hrs to go! Tweet fav EMS pic tonight at 2000 hours #EMSWeek Let's trend.. #EMS,"hrs,fav,ems,pic,tonight,hours,#emsweek,trend,#ems",Medical
 5 easy ways to help you remember to floss http://t.co/5f5swTRoSa #teeth #dental,"easy,help,remember,floss,#teeth,#dental",Medical
 5 cool new health care apps via @Alex__Butler http://t.co/bJb9OjB6js #medtech #Healthit #Health #HITsm,"cool,health,care,apps,via,butler,#medtech,#healthit,#health,#hitsm",Medical
 5 cool new health care apps http://t.co/Lv4eIRYlPO #mhealth #hcsmeu #hcsm,"cool,health,care,apps,#mhealth,#hcsmeu,#hcsm",Medical
 5 cool new health care apps http://t.co/cEYImQcXcj #hcsmeu #mobile,"cool,health,care,apps,#hcsmeu,#mobile",Medical
 5 cool new health care apps http://t.co/AZatQHQFSU #hcsmeu #mhealth #healthIT,"cool,health,care,apps,#hcsmeu,#mhealth,#healthit",Medical
 5 cool new health care apps http://t.co/95BtIrPlS5  #mhealth #hcsmeu #hcsm via  @Alex__Butler,"cool,health,care,apps,#mhealth,#hcsmeu,#hcsm,via,butler",Medical
 5 cool new health care apps from HealthBeat 2013 http://t.co/E3H90aqIDX #HealthApps #mHeath &gt;JC,"cool,health,care,apps,healthbeat,#healthapps,#mheath,gt,jc",Medical
 5 cool new health care apps #mhealth @venturebeat #healthIT #healthcare #HealthBeat2013 http://t.co/JNx8JsFhFZ,"cool,health,care,apps,#mhealth,#healthit,#healthcare,#healthbeat2013",Medical
 5 cool new #healthcare apps - some of the most promising new consumer health apps http://t.co/p0cVlbNYLs,"cool,#healthcare,apps,promising,consumer,health,apps",Medical
 5 Biggest Food/Exercise Mistake People Make- http://t.co/RVjpD7DuEX #getfit,"biggest,food,exercise,mistake,people,#getfit",Medical
 5 Best Practices for Training Staff on Using a New #EHR http://t.co/U1pgB2Geef via @meanusenetwork,"practices,training,staff,using,#ehr,via",Medical
" 4X nano toothbrush, fine soft material protect family dental health,Practical. $0.99 http://t.co/RCK31miArp #Dog #HealthCare","nano,toothbrush,fine,soft,material,protect,family,dental,health,practical,#dog,#healthcare",Medical
 427 Nb at 409- 3 Vehicle Accident @OPP_GTATraffic #Fire #EMS #TowTrucks enroute #Mississauga Traffic PLS #RT,"nb,vehicle,accident,gtatraffic,#fire,#ems,#towtrucks,enroute,#mississauga,traffic,pls,#",Medical
 401EB Exp at 410- Single Vehicle Accident @OPP_GTATraffic #Fire #EMS #TowTrucks enroute #Mississauga Traffic PLS #RT,"exp,single,vehicle,accident,gtatraffic,#fire,#ems,#towtrucks,enroute,#mississauga,traffic,pls,#",Medical
" 4,314 lbs missing from our health system thanks to tremendous employees and the LiveHealthy challenge. Way to go! #EasternNC #healthcare","lbs,missing,health,system,thanks,tremendous,employees,livehealthy,challenge,#easternnc,#healthcare",Medical
 4 yr-old Syrian girl and refugee in the Hashemite Kingdom of Jordan has just undergone #heartsurgery in #Israel. http://t.co/7pHLCNrluj RT,"yr,syrian,girl,refugee,hashemite,kingdom,jordan,undergone,#heartsurgery,#israel",Medical
 4 Tips For Hospitals Using #SocialMedia In Mobile Health Technology @Forbes #healthcare.. http://t.co/frbuUeSe0b,"tips,hospitals,using,#socialmedia,mobile,health,technology,#healthcare",Medical
 4 shots of Novocaine to the mouth earlier today #Dentist #FaceOnSwole,"shots,novocaine,mouth,earlier,#dentist,#faceonswole",Medical
 4 Recent Events That Have Changed How Consumers View #Healthcare #NP http://t.co/7ZdbqGcwiF,"recent,events,changed,consumers,view,#healthcare,#np",Medical
 4 reasons why #ICD10 matters | http://t.co/sYxFlKcs1K #CDI,"reasons,#icd10,matters,#cdi",Medical
" 4 Questions patients (and providers!) need to ask re: insurance: http://t.co/7DLPzvsQbM #insurancemarketplace, #ACA, #IOM, #healthinsurance","questions,patients,providers,re,insurance,#insurancemarketplace,#aca,#iom,#healthinsurance",Medical
 4 excellent and important points!  Overcome Social Media Overwhelm http://t.co/GOa3EgBHCf #hcsm #doctor,"excellent,overcome,social,media,overwhelm,#hcsm,#doctor",Medical
" 4 Causes of Hematuria:Trauma, Heme (coagulopathy, SCD), Renal (GN, AVM), Post renal (Stones, bladder ca, BPH, UTI) #FOAMed #MedEd #ABIM","causes,hematuria,trauma,heme,coagulopathy,scd,renal,gn,avm,post,renal,stones,bladder,ca,bph,uti,#foamed,#meded,#abim",Medical
 3rdparty#healthcare creates disengaged consumers and providers and we all keep paying the price. http://t.co/NYjYlEkXWO,"creates,disengaged,consumers,providers,paying,price",Medical
 3rd of our images created to give inspiration and hope to all those battling a BT http://t.co/0txdiTuMBs  #btsm #braintumorthursday,"images,inspiration,hope,battling,bt,#btsm,#braintumorthursday",Medical
 3rd day jogging with @mvmirs and the sisters today. Feels so good &lt;3 #getfit,"day,jogging,sisters,feels,lt,#getfit",Medical
 3-D printer helps save dying baby http://t.co/PKsal1LPL5 #Regenerative #Medicine used to save infant's life. #HealthIT,"printer,helps,save,dying,baby,#regenerative,#medicine,save,infant,life,#healthit",Medical
 3-D printer helps save dying baby - http://t.co/vM494sSyBi http://t.co/Wm1Md73AWC #biotech,"printer,helps,save,dying,baby,#biotech",Medical
 36 Hours Behind the Scenes of Rhode Island's Health Exchange http://t.co/X5JPv4Ruqp #hcr #insurance,"hours,scenes,rhode,island,health,exchange,#hcr,#insurance",Medical
 36 Hours Behind Rhode Island's #Health Exchange http://t.co/4TqP7KEnth #HIX #healthinsurance,"hours,rhode,island,#health,exchange,#hix,#healthinsurance",Medical
 30yoM fall from bicycle p/w R wrist pain #whatsthediagnosis ? #foamed http://t.co/Mro5BUur3D,"fall,bicycle,wrist,pain,#whatsthediagnosis,#foamed",Medical
 3060 Derry at Professional - 2 Vehicle Accident #Police #Fire #EMS #TowTrucks enroute. #Mississauga Traffic PLS #RT,"derry,professional,vehicle,accident,#police,#fire,#ems,#towtrucks,enroute,#mississauga,traffic,pls,#",Medical
 300 Athletes Helping With Brain Injury Studies | Fox News http://t.co/KpZM4GPRb3 via @foxnewshealth #BTSM,"athletes,helping,brain,injury,studies,fox,news,via,#btsm",Medical
" 30.1 down, 13.9 to go #progress #getfit #motivation","#progress,#getfit,#motivation",Medical
" 30 Years of #HIV: Looking Back, Looking Ahead. #HIV30 #infectiousdisease .@aiderpasteur http://t.co/NPc34PJ7Yy","#hiv,looking,looking,ahead,#hiv30,#infectiousdisease",Medical
" 30 Years of #HIV: Looking Back, Looking Ahead http://t.co/9yx9HBE9J5 #healthcare #health #aids","#hiv,looking,looking,ahead,#healthcare,#health,#aids",Medical
 30 years of #HIV #HIVAIDS http://t.co/CorXe3uKbM Today I remember my dear friend Tony M xo #infectiousdisease #publichealth,"#hiv,#hivaids,remember,dear,friend,tony,xo,#infectiousdisease,#publichealth",Medical
 3 wonderful ways to spend quality time with someone who has advanced #dementia http://t.co/Lh7mTC3hrG #caregiver,"wonderful,spend,quality,time,advanced,#dementia,#caregiver",Medical
 3 tips for #EHR transitions: http://t.co/pGdRTcLTCe #healthIT,"tips,#ehr,transitions,#healthit",Medical
 3 Steps for #Pharma to Effectively Deal with Adverse Events on Social Media http://t.co/RX3ROYcLL2 #hcsm #hcsmeu,"steps,#pharma,effectively,deal,adverse,events,social,media,#hcsm,#hcsmeu",Medical
 3 Steps for #Pharma to Effectively Deal with Adverse Events on Social Media #hcsmin #hcsm http://t.co/ljWM8HMAYC,"steps,#pharma,effectively,deal,adverse,events,social,media,#hcsmin,#hcsm",Medical
 3 Reasons Why Your Next Healthcare Branding Campaign Should Start With Employees http://t.co/ESjVfAZgZR #hcmktg,"reasons,healthcare,branding,campaign,start,employees,#hcmktg",Medical
 3 Reasons Why Paper Records Aren’t Safe #EHR #healthIT #HIT #healthcare http://t.co/QPBvOOVLKP,"reasons,paper,records,aren’,safe,#ehr,#healthit,#hit,#healthcare",Medical
 3 Reasons Why Paper Records Aren’t Safe #EHR #healthIT #HIT #healthcare http://t.co/hvZedBTFCs,"reasons,paper,records,aren’,safe,#ehr,#healthit,#hit,#healthcare",Medical
 3 Reasons Why Paper Records Aren’t Safe #EHR #healthIT #HIT #healthcare http://t.co/CumOzjL89X,"reasons,paper,records,aren’,safe,#ehr,#healthit,#hit,#healthcare",Medical
 3 Reasons Why #Hospitals Might Be Scared of Wal-Mart http://t.co/meyKgCZCXs #healthcare #health,"reasons,#hospitals,scared,wal,mart,#healthcare,#health",Medical
 3 reasons to create ‘social physicians’ at your community hospital http://t.co/argPKpPD7Y #hcsm #hcmktg,"reasons,create,‘social,physicians’,community,hospital,#hcsm,#hcmktg",Medical
 3 questions to ask when shopping for #healthinsurance. http://t.co/8guzFKZOdc #entrepreneur #business #smallbiz #startups #mombiz,"questions,shopping,#healthinsurance,#entrepreneur,#business,#smallbiz,#startups,#mombiz",Medical
 3 Major Places Health Tech Innovators Can Make $ says @Farzad_ONC http://t.co/378piDxA0T via @MeghanKel #healthtech #digitalhealth #HCR,"major,health,tech,innovators,onc,via,#healthtech,#digitalhealth,#hcr",Medical
 3 Know What You’re Really Putting In Your Mouth http://t.co/UTbWxY0CT3  http://t.co/eSx7xCSfho #ObamaCare #HealthCare http://t.co/JXRejaAsvf,"’re,putting,mouth,#obamacare,#healthcare",Medical
 3 Know What You’re Really Putting In Your Mouth http://t.co/iuJY59oUlG  http://t.co/RGhLQaEwUy #ObamaCare #HealthCare http://t.co/ezhF5Sm75Z,"’re,putting,mouth,#obamacare,#healthcare",Medical
 3 Know What You’re Really Putting In Your Mouth http://t.co/IcVbXVww8t  http://t.co/AzBLGcbfA9 #ObamaCare #HealthCare http://t.co/5yV3DzKjuh,"’re,putting,mouth,#obamacare,#healthcare",Medical
" 3 Ideas for Better #Healthcare, from Healthcare Execs http://t.co/ZRlCSXfQK4","ideas,#healthcare,healthcare,execs",Medical
 3 examples of healthcare gamification #hcmktg #hcsm http://t.co/sGgdQxedp9,"examples,healthcare,gamification,#hcmktg,#hcsm",Medical
 3 examples of healthcare gamification #hcmktg #hcsm http://t.co/OlGbxKW6dh,"examples,healthcare,gamification,#hcmktg,#hcsm",Medical
 3 examples of healthcare gamification #hcmktg #hcsm http://t.co/kz9UuZOU7F,"examples,healthcare,gamification,#hcmktg,#hcsm",Medical
 3 Easy steps to a #HIE migration http://t.co/3Y3pmv571I #infographic,"easy,steps,#hie,migration,#infographic",Medical
 3 Dos and 3 Donts from analysis of billions of $ in medical claims from @DrEricB #healthcosts #consumerism Read Here: http://t.co/qP9QM8HhFG,"dos,donts,analysis,billions,medical,claims,#healthcosts,#consumerism,read",Medical
 3 Dos and 3 Donts from analysis of billions of $ in medical claims from @DrEricB #healthcosts #consumerism Read Here: http://t.co/L7e7FVqYbX,"dos,donts,analysis,billions,medical,claims,#healthcosts,#consumerism,read",Medical
 3 Common Hospice Myths Worth Clarifying: http://t.co/KKhCHRCOtc &lt;Guest post by @pspencerscott on @@DrLeanaWen blog | #endoflife #eldercare,"common,hospice,myths,worth,clarifying,lt,guest,post,blog,#endoflife,#eldercare",Medical
 3 Common #Hospice Myths Worth Clarifying http://t.co/QC8IZgOqYW #hpm,"common,#hospice,myths,worth,clarifying,#hpm",Medical
 2nd of our images created to give inspiration and hope to all those battling a BT http://t.co/FBs9XGTdo3 #btsm #braintumorthursday,"images,inspiration,hope,battling,bt,#btsm,#braintumorthursday",Medical
" 29,000 views! video SECRET THOUGHTS Medical Thriller http://t.co/6ismpyBl97 #Kindle #Nook #Kobo #Xbox #thepurge #netflix #thedoors #FDA","views,video,secret,medical,thriller,#kindle,#nook,#kobo,#xbox,#thepurge,#netflix,#thedoors,#fda",Medical
 28 Statistics on Hospitals' #PatientExperience Strategies http://t.co/v4jOYLmHs2 #PtExp #PXLeaders #impx #PX2013 #patex,"statistics,hospitals,#patientexperience,strategies,#ptexp,#pxleaders,#impx,#px2013,#patex",Medical
 27% (8.5MM) eligible for tax credits under #ACA don't have access to a bank account to pay premiums #insurance #healthcare,"eligible,tax,credits,#aca,access,bank,account,pay,premiums,#insurance,#healthcare",Medical
" 25 minute run this morning followed by a glass of Green Goodness and 2 cups of Moringa tea.  \And I'm feelin' good...\"" #getfit""","minute,run,morning,followed,glass,green,goodness,cups,moringa,tea,feelin,#getfit",Medical
 24 million blood components are transfused each year in the US. New device helps #hospitals measure blood quality http://t.co/VmV67dVPtc,"million,blood,components,transfused,device,helps,#hospitals,measure,blood,quality",Medical
 224 06:43 #bgnow,#bgnow,Medical
 2014 HSA Limits Announced http://t.co/OvMPzRXPce #benefits #HCR #HR #PPACA,"hsa,limits,announced,#benefits,#hcr,#hr,#ppaca",Medical
" 2013 Milliman Medical Index finds that the cost of #healthcare for a typical  family of four now exceeds $22,000 http://t.co/rdhRNkXZhN","milliman,medical,index,cost,#healthcare,typical,family,exceeds",Medical
 2013 Florida Legislative Session Recap http://t.co/QwfR5unXrL #FDA,"florida,legislative,session,recap,#fda",Medical
 2013 FDA drug approval calendar http://t.co/HoMWg58DKh #healthinnovations #pharma #fda #medical #doctor #approval,"fda,drug,approval,calendar,#healthinnovations,#pharma,#fda,#medical,#doctor,#approval",Medical
 2013 #Cochrane Winter Rally this weekend! It's a production/stock car lovers paradise #WesternCanadaRallyChampionship http://t.co/rvirXVmqNF,"#cochrane,winter,rally,weekend,production,stock,car,lovers,paradise,#westerncanadarallychampionship",Medical
 2012 family PPO cost posted smallest increase since 2004: Milliman #ACA #PPACA #HCR http://t.co/cE2gAqhbMX via @businsmagazine,"family,ppo,cost,posted,increase,milliman,#aca,#ppaca,#hcr,via",Medical
" 2012 CDC survey: In 2008, 17% of docs using #EHR system. Today, more than 50%. http://t.co/wNEZk2rrHQ #healthIT #HealthcareReform","cdc,survey,docs,using,#ehr,system,#healthit,#healthcarereform",Medical
" 20) And #HEALTHCARE ? There are free clinics, if one is lucky. But habitual visits to the clinics, don't make the streets any cleaner.","#healthcare,free,clinics,lucky,habitual,visits,clinics,streets,cleaner",Medical
 20 Commandments for Mental Health workers : Post a copy of this in every mental health office  http://t.co/42ZH0A5gHS #psychiatry #hospital,"commandments,mental,health,workers,post,copy,mental,health,office,#psychiatry,#hospital",Medical
 2:30 am came early this morning.?? #tired #hospital #grandpassurgery http://t.co/nGpW6Yeg1S,"morning,#tired,#hospital,#grandpassurgery",Medical
 2/3 of #cancer patients are non-adherent with their medications #ISPORNewOrleans #HEOR http://t.co/SPC3tTbWLK,"#cancer,patients,adherent,medications,#isporneworleans,#heor",Medical
 2.75 lakh Aadhaar cards lie undelivered http://t.co/zwLI8HIXHW (via @timesofindia) #biometrics,"lakh,aadhaar,cards,lie,undelivered,via,#biometrics",Medical
" 2.5 miles today, little progress is better than no progress at all?? #getfit #determined","miles,little,progress,progress,#getfit,#determined",Medical
" 2 years from now, what will doctors be saying ab the Affordable Care Act? #HCR #ACO http://t.co/vMMkFA68yO","doctors,saying,ab,affordable,care,act,#hcr,#aco",Medical
 2 wisdom teeth out today! Ahhh relieving but also scary!! #dentist #nervous,"wisdom,teeth,ahhh,relieving,scary,#dentist,#nervous",Medical
 2 more crowdfunding start-ups in #health @Healthfundr @Venture_health http://t.co/n62YvdFsWr  #lifescience #healthIT #biotech,"crowdfunding,start,ups,#health,health,#lifescience,#healthit,#biotech",Medical
 2 ill for the doctors #work #doctor #swag http://t.co/SI357VrB5H,"ill,doctors,#,#doctor,#swag",Medical
" 2 commissions \out of the blue\"" for my #glutenfree #carrotcake this week. Have a feel-good-glow from making people happy with cake""","commissions,blue,#glutenfree,#carrotcake,week,feel,glow,people,happy,cake",Medical
 2 BOTTLES 90 Ct Nutri-Vet Hip &amp; Joint Veterinary Strength Level 3 Dogs  $24.99 http://t.co/Tu67WOcs3T #Dog #HealthCare,"bottles,ct,nutri,vet,hip,joint,veterinary,strength,level,dogs,#dog,#healthcare",Medical
" 1st time in Buffalo school board history, we have at least 4 people on the board willing to seriously change the lunch program. #kidshealth place <tweepy.models.Place object at 0x01E33630> coordinates {u'type': u'Point', u'coordinates': [-78.82125339, 43.00541847]}","time,buffalo,school,board,history,people,board,willing,seriously,change,lunch,program,#kidshealth,type",Medical
 1st keek in ages #sick #hospital #ranting.. dey let me go home a few hrs after.. :) http://t.co/d7wJUaX4rc,"keek,ages,#sick,#hospital,#ranting,dey,home,hrs",Medical
 1st have to get drs to listen! RT @TEDMED Is @Lsmarr the #patient of the future? http://t.co/wSUo16DbWM #TEDMED #greatchallenges,"drs,listen,#patient,future,#tedmed,#greatchallenges",Medical
 1st day of Senior Experience? #hospital ?? http://t.co/SkUKafTcON,"day,senior,experience,#hospital",Medical
" 17 MCOs submit 813 plans for Colorado #HIX, including many narrow-network options. http://t.co/ELRT79jEN9","mcos,submit,plans,colorado,#hix,including,narrow,network,options",Medical
 17 Insurers Want To Play Ball In Colorado’s ##Marketplace: http://t.co/otrn6cMH3m #healthinsurance #benefits,"insurers,play,ball,colorado’,##marketplace,#healthinsurance,#benefits",Medical
 17 carriers submit individual and small group health plans to sell via Colorado's exchange. #ACA #healthcare @KHNews  http://t.co/t6JSnhLkSc,"carriers,submit,individual,health,plans,sell,via,colorado,exchange,#aca,#healthcare",Medical
 163 systematic reviews have been added to DARE #HEOR http://t.co/9js3oXllO6,"systematic,reviews,added,dare,#heor",Medical
 16 economic evaluations have been added to NHSEED #HEOR http://t.co/s8nl7ROgZ3 ,"economic,evaluations,added,nhseed,#heor",Medical
 15th #baby #born in ‘LRT Maternity’ http://t.co/fLvJ74tC66 #nation #birth #cabrera #guard #hospital #identified #idio,"#baby,#born,‘lrt,maternity’,#nation,#birth,#cabrera,#guard,#hospital,#identified,#idio",Medical
 150ish days ago a few needles were inserted into my ears and hands. Still smoke free. #acupuncture #10yearaddiction #stoked!,"days,ago,needles,inserted,ears,hands,smoke,free,#acupuncture,#10yearaddiction,#stoked",Medical
 15% said they have no plans to purchase an #EHR that meets #meaningfuluse criteria. More: http://t.co/q9AMjRqiOd @DeloitteHealth,"plans,purchase,#ehr,meets,#meaningfuluse,criteria",Medical
 15% OFF! BLACK Hannibal Lecter Mouth Restraint Half Leather Mask Horror Cosplay Costume http://t.co/leW9vb0mW3  #Doctor #Lecter #Fetish Mask,"black,hannibal,lecter,mouth,restraint,half,leather,mask,horror,cosplay,costume,#doctor,#lecter,#fetish,mask",Medical
 15% Of Physicians Declining EHRs: Deloitte Survey http://t.co/yq60MawhZB #EHR #PHR #health2 #healthit,"physicians,declining,ehrs,deloitte,survey,#ehr,#phr,#health2,#healthit",Medical
 15% Of Physicians Declining EHRs: Deloitte Survey http://t.co/g1x5kaFANA #EHR #mHealth,"physicians,declining,ehrs,deloitte,survey,#ehr,#mhealth",Medical
 15% Of Physicians Declining EHRs - http://t.co/v0M5XijFD8 #HealthIT #EHR #Healthcare,"physicians,declining,ehrs,#healthit,#ehr,#healthcare",Medical
 15% Of Physicians Declining #EHR: Deloitte Survey -- InformationWeek http://t.co/Q4MgNVtpjK #mhealth,"physicians,declining,#ehr,deloitte,survey,informationweek,#mhealth",Medical
 15% Of Physicians Declining #EHR: Deloitte Survey -- InformationWeek http://t.co/8ITGDmlre1 #mhealth,"physicians,declining,#ehr,deloitte,survey,informationweek,#mhealth",Medical
 15 Ways to Get the Whitest Teeth Ever http://t.co/ernL6GNlh2 #teeth #white #smile #bleach #dentist,"whitest,teeth,#teeth,#white,#smile,#bleach,#dentist",Medical
" 15 Predictions in #Healthcare, #Technology and #Innovation for 2013 -“@Competia http://t.co/qzECS374Ml #hcsm #future","predictions,#healthcare,#technology,#innovation,#hcsm,#future",Medical
 15 minutes until tonight's #nhssm - open mic night. What's been on your mind this week? #some #healthcare,"minutes,tonight,#nhssm,mic,night,mind,week,#,#healthcare",Medical
 15 Game-Changing Case Studies of Where EBM has Benefitted Patients http://t.co/gOweNjfXhs #healtheconomics #pharma #hcsm,"game,changing,studies,ebm,benefitted,patients,#healtheconomics,#pharma,#hcsm",Medical
 124 23:01 #bgnow whew. Long day. Ovah.,"#bgnow,whew,day,ovah",Medical
 12 Telemedicine Innovations That Will Shape Healthcare's Future http://t.co/gr0jfu4peL @CIOonline #healthcare #telemedicine,"telemedicine,innovations,shape,healthcare,future,#healthcare,#telemedicine",Medical
 12 #Telemedicine Innovations That Will Shape #Healthcare's Future http://t.co/U4DU04prlm #FutureMed,"#telemedicine,innovations,shape,#healthcare,future,#futuremed",Medical
 113 08:22 #bgnow,#bgnow,Medical
" 11 recent tPA studies in stroke. 5 stopped due to harm, 4 no benefit. Only 2 show benefit (NINDS2, ECASS3). #foamed #MEDed #ABIM","recent,tpa,studies,stroke,stopped,due,harm,benefit,benefit,ninds2,ecass3,#foamed,#meded,#abim",Medical
 11 Facts About Healthy Living http://t.co/lgi9TdvOM9 @ElwynPharmacy  #Patients #Life #Healthcare,"healthy,living,#patients,#life,#healthcare",Medical
 11 #healthcare jobs that don’t require a 4-year degree! http://t.co/fvM9Hq92vS via @careerbuilder,"#healthcare,jobs,don’,require,degree,via",Medical
 11 #health plans to participate in #Colorado's #HIX. This is great news! http://t.co/dptI5WkfKr #Reform #ACA,"#health,plans,participate,#colorado,#hix,news,#reform,#aca",Medical
 10th #Israeli company sets up office in #BioTech Park in Richmond http://t.co/7ZrkwNZPc0 via @RTDNEWS,"#israeli,company,sets,office,#biotech,park,richmond,via",Medical
 10am today @ #MHHA conference we will present on the Legal Ramifications of Electronic Medical Records &amp; Devices #EMR #grandtraverse,"#mhha,conference,legal,ramifications,electronic,medical,records,devices,#emr,#grandtraverse",Medical
 100lb. Leg press 175 reps .new mission complete. #road2recovery  #getfit http://t.co/GAt3Q2zlQe,"leg,press,reps,mission,complete,#road2recovery,#getfit",Medical
 100 pairs of earrings sent to Wig Studio at Taussig Cancer Instit. at Cleveland Clinic today!  Bling brings joy!  #cancersupport,"pairs,earrings,sent,wig,studio,taussig,cancer,instit,cleveland,clinic,bling,brings,joy,#cancersupport",Medical
" 10/1 may be the deadline to stand-up your #HIX, but it’s really only the beginning! #stateHIT http://t.co/170LduI9Ky #ACA","deadline,stand,#hix,’,beginning,#statehit,#aca",Medical
 10% of ischemic strokes die in 30 days. 40% of hemorrhagic strokes die in 30 days. #foamed #MEDed,"ischemic,strokes,die,days,hemorrhagic,strokes,die,days,#foamed,#meded",Medical
 10 ways to become a Superuser http://t.co/zddPhQDoMF #HealthIT #EHR #Healthcare,"superuser,#healthit,#ehr,#healthcare",Medical
 10 things the sleep-aid industry won’t tell you http://t.co/dsfdK48ro7 #healthinnovations #pharma #fda #medical #doctor #health,"sleep,aid,industry,won’,tell,#healthinnovations,#pharma,#fda,#medical,#doctor,#health",Medical
 10 Steps To A Blockbuster Health IT Startup http://t.co/xd8ESbbpuh #vcs #healthtech #hcsm,"steps,blockbuster,health,startup,#vcs,#healthtech,#hcsm",Medical
 10 Steps To A Blockbuster Health IT Startup http://t.co/VBYDVM6ziH #healthit #startup,"steps,blockbuster,health,startup,#healthit,#startup",Medical
 10 Steps To A Blockbuster Health IT Startup http://t.co/hNvOlKB9Yk Relevant to all #ehealth #telehealth companies,"steps,blockbuster,health,startup,relevant,#ehealth,#telehealth,companies",Medical
 10 Steps To A Blockbuster Health IT Startup #healthit #startup http://t.co/AC2V7oDCfz via @pinterest,"steps,blockbuster,health,startup,#healthit,#startup,via",Medical
 10 Steps To A Blockbuster #HealthIT Startup http://t.co/FtYx7XIB3b (via @hitconsultant) #healthcare,"steps,blockbuster,#healthit,startup,via,#healthcare",Medical
