ApplNo	ProductNo	Form	Dosage	ProductMktStatus	TECode	ReferenceDrug	drugname	activeingred
088682	001	TABLET; ORAL	2MG	3		0	DEXCHLORPHENIRAMINE MALEATE	DEXCHLORPHENIRAMINE MALEATE
088686	001	TABLET; ORAL	100MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088687	001	ELIXIR; ORAL	4MG/5ML;25MG/5ML	3		0	BIPHETAP	BROMPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
088688	001	ELIXIR; ORAL	4MG/5ML;25MG/5ML	3		0	BROMANATE	BROMPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
088689	001	CAPSULE, EXTENDED RELEASE; ORAL	250MG	3		0	THEOPHYLLINE	THEOPHYLLINE
088690	001	OINTMENT; TOPICAL	0.1%	3		0	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
088691	001	OINTMENT; TOPICAL	0.1%	3		0	TRYMEX	TRIAMCINOLONE ACETONIDE
088692	001	OINTMENT; TOPICAL	0.025%	3		0	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
088693	001	OINTMENT; TOPICAL	0.025%	3		0	TRYMEX	TRIAMCINOLONE ACETONIDE
088694	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088695	001	TABLET; ORAL	250MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088697	001	TABLET; ORAL	10MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088698	001	TABLET; ORAL	25MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088699	001	TABLET; ORAL	50MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088700	001	TABLET; ORAL	75MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088701	001	TABLET; ORAL	100MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088702	001	TABLET; ORAL	150MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088703	001	SOLUTION; ORAL	5MG/5ML	1		1	PREDNISONE	PREDNISONE
088704	001	SYRUP; ORAL	10MG/5ML;30MG/5ML;1.25MG/5ML	1		1	TRIACIN-C	CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
088705	001	CAPSULE; ORAL	5MG	3		0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE
088706	001	CAPSULE; ORAL	10MG	3		0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE
088707	001	CAPSULE; ORAL	25MG	3		0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE
088708	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088709	001	TABLET; ORAL	250MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088710	001	TABLET; ORAL	EQ 10MG BASE	3		0	TRIFLUOPERAZINE HYDROCHLORIDE	TRIFLUOPERAZINE HYDROCHLORIDE
088711	001	CAPSULE; ORAL	100MG EXTENDED	3		0	PHENYTEX	PHENYTOIN SODIUM
088712	001	INJECTABLE; INJECTION	EQ 100MG BASE/VIAL	3		0	HYDROCORTISONE SODIUM SUCCINATE	HYDROCORTISONE SODIUM SUCCINATE
088713	001	CAPSULE; ORAL	EQ 25MG HCL	3		0	HY-PAM "25"	HYDROXYZINE PAMOATE
088715	001	TABLET; ORAL	300MG;60MG	3		0	PAPA-DEINE #4	ACETAMINOPHEN; CODEINE PHOSPHATE
088717	001	SUSPENSION; ORAL, RECTAL	15GM/60ML	3		0	SODIUM POLYSTYRENE SULFONATE	SODIUM POLYSTYRENE SULFONATE
088718	001	CREAM; VAGINAL	15%	3		0	SULFANILAMIDE	SULFANILAMIDE
088719	001	TABLET; ORAL	2MG	3		0	WARFARIN SODIUM	WARFARIN SODIUM
088720	001	TABLET; ORAL	2.5MG	3		0	WARFARIN SODIUM	WARFARIN SODIUM
088721	001	TABLET; ORAL	5MG	3		0	WARFARIN SODIUM	WARFARIN SODIUM
088722	001	SYRUP; ORAL	2MG/5ML;10MG/5ML;30MG/5ML	3		0	BROMANATE DM	BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
088723	001	SYRUP; ORAL	2MG/5ML;10MG/5ML;12.5MG/5ML	3		0	BROMANATE DC	BROMPHENIRAMINE MALEATE; CODEINE PHOSPHATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
088724	001	TABLET; ORAL	5MG	3		0	METHYCLOTHIAZIDE	METHYCLOTHIAZIDE
088725	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088726	001	TABLET; ORAL	250MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088728	001	TABLET; ORAL	10MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088729	001	TABLET; ORAL	100MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088730	001	TABLET; ORAL	1MG	3		0	FOLIC ACID	FOLIC ACID
088731	001	TABLET; ORAL	500MG	3		0	METHOCARBAMOL	METHOCARBAMOL
088732	001	TABLET; ORAL	12.5MG	3		0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE
088733	001	TABLET, CHEWABLE; ORAL	25MG	3		0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE
088734	001	TABLET; ORAL	25MG	3		0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE
088735	001	SYRUP; ORAL	1.25MG/5ML	3		0	TRIPROLIDINE HYDROCHLORIDE	TRIPROLIDINE HYDROCHLORIDE
088736	001	TABLET; ORAL	100MG	3		0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE
088737	001	TABLET; ORAL	150MG	3		0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE
088738	001	TABLET; ORAL	200MG	3		0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE
088739	001	SYRUP; ORAL	10MG/5ML;6.25MG/5ML	3		0	PHERAZINE W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
088740	001	TABLET; ORAL	325MG;200MG	3		0	Q-GESIC	ASPIRIN; MEPROBAMATE
088742	001	OINTMENT; TOPICAL	0.025%	3		0	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE
088743	001	CAPSULE; ORAL	325MG;50MG;40MG	3		0	BUTALBITAL, ACETAMINOPHEN AND CAFFEINE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
088744	001	SYRUP; ORAL	50MG/5ML	1		1	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
088745	001	TABLET; ORAL	5MG	3		0	METHYCLOTHIAZIDE	METHYCLOTHIAZIDE
088746	001	SYRUP; ORAL	150MG/15ML	3		0	ACCURBRON	THEOPHYLLINE
088749	001	INJECTABLE; INJECTION	25MG/ML	3		0	AMINOPHYLLINE	AMINOPHYLLINE
088750	001	TABLET; ORAL	2.5MG	3		0	METHYCLOTHIAZIDE	METHYCLOTHIAZIDE
088755	001	TABLET; ORAL	25MG	3		0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE
088756	001	CREAM; TOPICAL	0.025%	3		0	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE
088757	001	CREAM; TOPICAL	0.01%	3		0	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE
088758	001	CAPSULE; ORAL	325MG;50MG;40MG	3		0	BUTALBITAL, ACETAMINOPHEN AND CAFFEINE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
088759	001	SOLUTION/DROPS; OTIC	2%;1%	1	AT	0	HYDROCORTISONE AND ACETIC ACID	ACETIC ACID, GLACIAL; HYDROCORTISONE
088760	001	INJECTABLE; INJECTION	EQ 25MG BASE/ML	3		0	MEXATE-AQ	METHOTREXATE SODIUM
088761	001	SYRUP; ORAL	5MG/5ML;6.25MG/5ML	1	AA	1	PROMETH VC PLAIN	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088762	001	SYRUP; ORAL	15MG/5ML;6.25MG/5ML	1	AA	1	PROMETH W/ DEXTROMETHORPHAN	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
088763	001	SYRUP; ORAL	10MG/5ML;6.25MG/5ML	1	AA	1	PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
088764	001	SYRUP; ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML	1	AA	1	PROMETH VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088765	001	CAPSULE; ORAL	325MG;50MG;40MG	3		0	BUTALBITAL, ACETAMINOPHEN AND CAFFEINE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
088766	001	INJECTABLE; INJECTION	50MG/ML	3		0	FLUOROURACIL	FLUOROURACIL
088767	001	INJECTABLE; INJECTION	50MG/ML	3		0	FLUOROURACIL	FLUOROURACIL
088768	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088769	001	INJECTABLE; INJECTION	1%	1	AP	0	MEPIVACAINE HYDROCHLORIDE	MEPIVACAINE HYDROCHLORIDE
088770	001	INJECTABLE; INJECTION	2%	1	AP	0	MEPIVACAINE HYDROCHLORIDE	MEPIVACAINE HYDROCHLORIDE
088771	001	SOLUTION/DROPS; OPHTHALMIC, OTIC	EQ 0.1% PHOSPHATE	1	AT	1	DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE
088772	001	INJECTABLE; INJECTION	40 UNITS/VIAL	3		0	CORTICOTROPIN	CORTICOTROPIN
088780	001	OINTMENT; TOPICAL	0.1%	3		0	ARISTOCORT A	TRIAMCINOLONE ACETONIDE
088781	001	OINTMENT; TOPICAL	0.5%	3		0	ARISTOCORT A	TRIAMCINOLONE ACETONIDE
088785	001	SYRUP; ORAL	10MG/5ML	3		0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE
088786	001	POWDER; ORAL, RECTAL	453.6GM/BOT	3		0	SODIUM POLYSTYRENE SULFONATE	SODIUM POLYSTYRENE SULFONATE
088787	001	TABLET; ORAL	10MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088788	001	TABLET; ORAL	25MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088789	001	TABLET; ORAL	50MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088790	001	CAPSULE; ORAL	500MG;5MG	1	AA	1	TYLOX	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
088791	001	OINTMENT; OPHTHALMIC	0.5%;10%	3		0	VASOCIDIN	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
088792	001	TABLET; ORAL	250MG	3		0	DISULFIRAM	DISULFIRAM
088793	001	TABLET; ORAL	500MG	3		0	DISULFIRAM	DISULFIRAM
088794	001	TABLET; ORAL	10MG	3		0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE
088795	001	TABLET; ORAL	25MG	3		0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE
088796	001	TABLET; ORAL	50MG	3		0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE
088797	001	CAPSULE; ORAL	30MG	3		0	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE
088798	001	TABLET; ORAL	4MG	3		0	CYPROHEPTADINE HYDROCHLORIDE	CYPROHEPTADINE HYDROCHLORIDE
088799	001	CREAM; TOPICAL	2.5%	1	AT	0	HYDROCORTISONE	HYDROCORTISONE
088802	001	SOLUTION; ORAL	2%	1	AT	0	LIDOCAINE VISCOUS	LIDOCAINE HYDROCHLORIDE
088803	001	SOLUTION; TOPICAL	4%	1	AT	0	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
088804	001	INJECTABLE; INJECTION	100MG/ML	3		0	TRIMETHOBENZAMIDE HYDROCHLORIDE	TRIMETHOBENZAMIDE HYDROCHLORIDE
088809	001	TABLET; ORAL	325MG;200MG	3		0	CARISOPRODOL COMPOUND	ASPIRIN; CARISOPRODOL
088810	001	SOLUTION; ORAL	5MG/ML	1		1	PREDNISONE INTENSOL	PREDNISONE
088811	001	SYRUP; ORAL	2MG/5ML;10MG/5ML;30MG/5ML	1		1	BROMFED-DM	BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
088812	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088813	001	TABLET; ORAL	250MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088814	001	SYRUP; ORAL	10MG/5ML;6.25MG/5ML	3		0	PROMETHAZINE W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
088815	001	SYRUP; ORAL	5MG/5ML;6.25MG/5ML	3		0	PROMETHAZINE VC PLAIN	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088816	001	SYRUP; ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML	3		0	PROMETHAZINE VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088818	001	CREAM; TOPICAL	0.025%	3		0	ARISTOCORT A	TRIAMCINOLONE ACETONIDE
088819	001	CREAM; TOPICAL	0.1%	3		0	ARISTOCORT A	TRIAMCINOLONE ACETONIDE
088820	001	CREAM; TOPICAL	0.5%	3		0	ARISTOCORT A	TRIAMCINOLONE ACETONIDE
088821	001	CREAM; VAGINAL	3.7%;2.86%;3.42%	3		0	VAGILIA	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
088824	001	INJECTABLE; INJECTION	100MG/ML	3		0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE
088825	001	CAPSULE; ORAL	325MG;50MG;40MG	3		0	BUTALIBITAL, ACETAMINOPHEN AND CAFFEINE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
088826	001	TABLET; ORAL	250MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088827	001	TABLET; ORAL	25MG	3		0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE
088828	001	TABLET; ORAL	50MG	3		0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE
088829	001	TABLET; ORAL	100MG	3		0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE
088830	001	INJECTABLE; INJECTION	500MG/ML	3		0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE
088831	001	CAPSULE; ORAL	650MG;50MG	1		1	PHRENILIN FORTE	ACETAMINOPHEN; BUTALBITAL
088832	001	TABLET; ORAL	10MG	1	AB	0	PREDNISONE	PREDNISONE
088833	001	SYRUP; ORAL	10MG/5ML;30MG/5ML;1.25MG/5ML	3		0	TRIPROLIDINE HCL, PSEUDOEPHEDRINE HCL AND CODEINE PHOSPHATE	CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
088837	001	SUSPENSION/DROPS; OPHTHALMIC	0.2%;10%	3		0	PREDSULFAIR II	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
088840	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088842	001	OINTMENT; TOPICAL	1%	3		0	HYDROCORTISONE	HYDROCORTISONE
088845	001	CREAM; TOPICAL	1%	3		0	HYDROCORTISONE	HYDROCORTISONE
088846	001	TABLET; ORAL	10MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088847	001	TABLET; ORAL	25MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088848	001	TABLET; ORAL	50MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088849	001	TABLET; ORAL	100MG	3		0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
088850	001	TABLET; ORAL	50MG	3		0	HYDROFLUMETHIAZIDE	HYDROFLUMETHIAZIDE
088852	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088853	001	TABLET; ORAL	10MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088854	001	TABLET; ORAL	25MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088855	001	TABLET; ORAL	50MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088856	001	TABLET; ORAL	75MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088857	001	TABLET; ORAL	100MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088860	001	TABLET; ORAL	60MG;2.5MG	3		0	ALLERFED	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
088862	001	INJECTABLE; INJECTION	25MG/ML	3		0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE
088863	001	TABLET; ORAL	100MG	3		0	PHENYLBUTAZONE	PHENYLBUTAZONE
088864	001	SYRUP; ORAL	15MG/5ML;6.25MG/5ML	1	AA	0	PROMETHAZINE W/ DEXTROMETHORPHAN	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
088865	001	TABLET; ORAL	5MG	3		0	PREDNISONE	PREDNISONE
088866	001	TABLET; ORAL	10MG	3		0	PREDNISONE	PREDNISONE
088867	001	TABLET; ORAL	20MG	3		0	PREDNISONE	PREDNISONE
088868	001	SYRUP; ORAL	5MG/5ML;6.25MG/5ML	3		0	PHERAZINE VC	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088869	001	TABLET; ORAL	150MG	3		0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE
088870	001	SYRUP; ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML	3		0	PHERAZINE VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088871	001	TABLET; ORAL	500MG;5MG	3		0	NORCET	ACETAMINOPHEN; HYDROCODONE BITARTRATE
088872	001	TABLET; ORAL	200MG	3		0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE
088873	001	INJECTABLE; INJECTION	10MG/ML	1	AP	0	ENLON	EDROPHONIUM CHLORIDE
088875	001	SYRUP; ORAL	10MG/5ML;6.25MG/5ML	1	AA	0	PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
088877	001	TABLET; ORAL	0.5MG	3		0	BENZTROPINE MESYLATE	BENZTROPINE MESYLATE
088880	001	CAPSULE; ORAL	50MG	3		0	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE
088881	001	INJECTABLE; INJECTION	50MG/ML	3		0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE
088882	001	TABLET; ORAL	250MG	3		0	ACETAZOLAMIDE	ACETAZOLAMIDE
088883	001	TABLET; ORAL	10MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088884	001	TABLET; ORAL	25MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088885	001	TABLET; ORAL	50MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088886	001	TABLET; ORAL	75MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088887	001	TABLET; ORAL	100MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088888	001	TABLET; ORAL	150MG	3		0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
088889	001	CAPSULE; ORAL	325MG;50MG	3		0	BANCAP	ACETAMINOPHEN; BUTALBITAL
088891	001	TABLET; ORAL	1MG	3		0	ERGOLOID MESYLATES	ERGOLOID MESYLATES
088892	001	TABLET; ORAL	5MG	3		0	PREDNISOLONE	PREDNISOLONE
088893	001	TABLET; ORAL	500MG	3		0	TOLBUTAMIDE	TOLBUTAMIDE
088894	001	TABLET; ORAL	1MG	3		0	BENZTROPINE MESYLATE	BENZTROPINE MESYLATE
088895	001	TABLET; ORAL	2MG	3		0	BENZTROPINE MESYLATE	BENZTROPINE MESYLATE
088896	001	SYRUP; ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML	3		0	PROMETHAZINE VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088897	001	SYRUP; ORAL	5MG/5ML;6.25MG/5ML	3		0	PROMETHAZINE VC PLAIN	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
088898	001	CAPSULE; ORAL	500MG;5MG	3		0	ACETAMINOPHEN AND HYDROCODONE BITARTRATE	ACETAMINOPHEN; HYDROCODONE BITARTRATE
088900	002	TABLET; ORAL	25MG	3		0	DOXYLAMINE SUCCINATE	DOXYLAMINE SUCCINATE
088901	001	INJECTABLE; INJECTION	2MEQ/ML	1	AP	0	POTASSIUM CHLORIDE IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
088902	001	TABLET; ORAL	25MG	1	AB	0	CHLORTHALIDONE	CHLORTHALIDONE
088903	001	TABLET; ORAL	50MG	1	AB	0	CHLORTHALIDONE	CHLORTHALIDONE
088904	001	SYRUP; ORAL	2MG/5ML;10MG/5ML;12.5MG/5ML	3		0	MYPHETANE DC	BROMPHENIRAMINE MALEATE; CODEINE PHOSPHATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
088907	001	TABLET; ORAL	50MG;0.125MG	3		0	RESERPINE AND HYDROFLUMETHIAZIDE	HYDROFLUMETHIAZIDE; RESERPINE
088908	001	INJECTABLE; INJECTION	2MEQ/ML	1	AP	0	POTASSIUM CHLORIDE IN PLASTIC CONTAINER	POTASSIUM CHLORIDE
088909	001	INJECTABLE; INJECTION	9MG/ML	3		0	BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE
088910	001	TABLET; ORAL	37.5MG	3		0	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE
088911	001	INJECTABLE; INJECTION	9MG/ML	1	AP	0	BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE
088912	001	INJECTABLE; INJECTION	9MG/ML	1	AP	1	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE
088913	001	SYRUP; ORAL	15MG/5ML;6.25MG/5ML	3		0	PHERAZINE DM	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
088917	001	TABLET; ORAL	37.5MG	3		0	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE
088918	001	TABLET; ORAL	100MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088919	001	TABLET; ORAL	250MG	3		0	CHLORPROPAMIDE	CHLORPROPAMIDE
088921	001	TABLET; ORAL	100MG	1	AB	0	CHLORPROPAMIDE	CHLORPROPAMIDE
088922	001	TABLET; ORAL	250MG	1	AB	0	CHLORPROPAMIDE	CHLORPROPAMIDE
088923	001	TABLET; ORAL	50MG	3		0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE
088924	001	TABLET; ORAL	25MG	3		0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE
088928	001	TABLET; ORAL	250MG	3		0	CHLORZOXAZONE	CHLORZOXAZONE
088929	001	INJECTABLE; INJECTION	50MG/ML	3		0	FLUOROURACIL	FLUOROURACIL
088932	001	TABLET; ORAL	50MG;0.125MG	3		0	RESERPINE AND HYDROFLUMETHIAZIDE	HYDROFLUMETHIAZIDE; RESERPINE
088933	001	TABLET; ORAL	100MG	3		0	SULFINPYRAZONE	SULFINPYRAZONE
088934	001	CAPSULE; ORAL	200MG	3		0	SULFINPYRAZONE	SULFINPYRAZONE
088935	001	INJECTABLE; INJECTION	EQ 20MG BASE/VIAL	3		0	METHOTREXATE SODIUM	METHOTREXATE SODIUM
088936	001	INJECTABLE; INJECTION	EQ 50MG BASE/VIAL	3		0	METHOTREXATE SODIUM	METHOTREXATE SODIUM
088937	001	INJECTABLE; INJECTION	EQ 100MG BASE/VIAL	3		0	METHOTREXATE SODIUM	METHOTREXATE SODIUM
088939	001	INJECTABLE; INJECTION	EQ 50MG BASE/VIAL	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
088940	001	CAPSULE, EXTENDED RELEASE; ORAL	12MG;75MG	3		0	CHLORPHENIRAMINE MALEATE AND PHENYLPROPANOLAMINE HYDROCHLORIDE	CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
088941	001	CONCENTRATE; ORAL	30MG/ML	3		0	THIORIDAZINE HYDROCHLORIDE INTENSOL	THIORIDAZINE HYDROCHLORIDE
088942	001	CONCENTRATE; ORAL	100MG/ML	3		0	THIORIDAZINE HYDROCHLORIDE INTENSOL	THIORIDAZINE HYDROCHLORIDE
088944	001	TABLET; ORAL	650MG;50MG	3		0	SEDAPAP	ACETAMINOPHEN; BUTALBITAL
088946	001	CAPSULE; ORAL	50MG;50MG	1		1	HYDRA-ZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
088947	001	SOLUTION/DROPS; OPHTHALMIC	10%	3		0	SULFACETAMIDE SODIUM	SULFACETAMIDE SODIUM
088948	001	CAPSULE; ORAL	30MG	3		0	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE
088949	001	TABLET; ORAL	1MG	3		0	FOLIC ACID	FOLIC ACID
088950	001	TABLET; ORAL	500MG	3		0	TOLBUTAMIDE	TOLBUTAMIDE
088954	001	INJECTABLE; INJECTION	EQ 250MG BASE/VIAL	3		0	FOLEX	METHOTREXATE SODIUM
